Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),H14,2158.241,2135.96,-22.281,1336.86
AUD - Dólar Australiano (em Reais),J14,2169.453,2146.932,-22.521,1351.26
AUD - Dólar Australiano (em Reais),K14,2180.338,2157.674,-22.664,1359.84
BGI - Boi gordo,G14,120.01,119.23,-0.78,257.4
BGI - Boi gordo,H14,121.91,120.52,-1.39,458.7
BGI - Boi gordo,J14,120.5,119.5,-1.0,330.0
BGI - Boi gordo,K14,120.72,119.41,-1.31,432.3
BGI - Boi gordo,M14,121.0,120.53,-0.47,155.1
BGI - Boi gordo,N14,122.3,120.0,-2.3,759.0
BGI - Boi gordo,Q14,124.2,123.07,-1.13,372.9
BGI - Boi gordo,U14,125.87,124.36,-1.51,498.3
BGI - Boi gordo,V14,127.3,125.75,-1.55,511.5
BGI - Boi gordo,X14,128.0,126.97,-1.03,339.9
BGI - Boi gordo,Z14,126.97,125.96,-1.01,333.3
BRI - Futuro do Índice Brasil 50,J14,8039.0,8039.0,0.0,0.0
BRI - Futuro do Índice Brasil 50,M14,8154.0,8146.0,-8.0,80.0
CAD - Dólar Canadense (em Reais),H14,2160.409,2141.853,-18.556,1113.36
CAD - Dólar Canadense (em Reais),J14,2174.549,2155.748,-18.801,1128.06
CAD - Dólar Canadense (em Reais),K14,2188.787,2169.791,-18.996,1139.76
CCM - Milho,H14,33.69,33.87,0.18,81.0
CCM - Milho,K14,32.46,32.64,0.18,81.0
CCM - Milho,U14,30.75,30.25,-0.5,225.0
CCM - Milho,X14,31.06,30.55,-0.51,229.5
CHF - Franco Suíço (em Reais),H14,2696.386,2674.285,-22.101,1105.05
CHF - Franco Suíço (em Reais),J14,2715.06,2694.681,-20.379,1018.95
CLP - Peso Chileno (em Reais),H14,4323.055,4279.276,-43.779,1094.47
CLP - Peso Chileno (em Reais),J14,4339.194,4298.612,-40.582,1014.55
DAP - Cupom de DI x IPCA,Q14,97857.28,97854.46,-2.82,123.3
DAP - Cupom de DI x IPCA,K15,94532.8,94530.08,-2.72,261.46
DAP - Cupom de DI x IPCA,K17,83446.04,83443.64,-2.4,516.99
DDI - Cupom cambial,H14,99784.65,98968.23,-816.42,675.75
DDI - Cupom cambial,J14,99738.88,98922.84,-816.04,680.68
DDI - Cupom cambial,K14,99655.5,98840.14,-815.36,683.45
DDI - Cupom cambial,M14,99547.24,98732.76,-814.48,685.91
DDI - Cupom cambial,N14,99424.78,98611.31,-813.47,689.52
DDI - Cupom cambial,V14,98937.32,98127.83,-809.49,685.99
DDI - Cupom cambial,F15,98330.5,97525.98,-804.52,688.45
DDI - Cupom cambial,J15,97713.97,96914.49,-799.48,699.05
DDI - Cupom cambial,N15,97079.81,96285.52,-794.29,716.76
DDI - Cupom cambial,V15,96445.65,95656.55,-789.1,690.02
DDI - Cupom cambial,F16,95756.31,94972.85,-783.46,704.03
DDI - Cupom cambial,J16,95120.85,94342.59,-778.26,712.51
DDI - Cupom cambial,N16,94384.01,93611.78,-772.23,705.72
DDI - Cupom cambial,V16,93569.36,92803.79,-765.57,711.73
DDI - Cupom cambial,F17,92709.1,91950.57,-758.53,703.79
DDI - Cupom cambial,J17,91826.45,91075.14,-751.31,685.26
DDI - Cupom cambial,N17,90923.13,90179.21,-743.92,623.08
DDI - Cupom cambial,V17,89853.79,89118.62,-735.17,652.27
DDI - Cupom cambial,F18,88838.45,88111.59,-726.86,643.96
DDI - Cupom cambial,J18,87817.88,87099.37,-718.51,668.39
DDI - Cupom cambial,N18,86771.8,86061.85,-709.95,611.58
DDI - Cupom cambial,V18,85709.81,85008.55,-701.26,629.98
DDI - Cupom cambial,F19,84653.74,83961.12,-692.62,478.9
DDI - Cupom cambial,J19,83474.59,82791.62,-682.97,574.39
DDI - Cupom cambial,N19,82338.91,81665.23,-673.68,585.49
DDI - Cupom cambial,V19,81223.53,80558.97,-664.56,416.86
DDI - Cupom cambial,F20,80094.48,79439.16,-655.32,377.77
DDI - Cupom cambial,N20,77708.69,77072.89,-635.8,338.32
DDI - Cupom cambial,F21,75424.95,74807.84,-617.11,249.33
DDI - Cupom cambial,N21,73336.46,72736.44,-600.02,204.14
DDI - Cupom cambial,F22,71247.65,70664.72,-582.93,157.42
DDI - Cupom cambial,F23,67011.64,66463.36,-548.28,60.45
DDI - Cupom cambial,F24,62643.35,62130.81,-512.54,80.77
DDI - Cupom cambial,F25,58508.93,58030.22,-478.71,33.52
DDI - Cupom cambial,F26,55329.73,54877.03,-452.7,32.98
DI1 - DI de 1 dia,H14,99764.81,99726.05,-38.76,0.04
DI1 - DI de 1 dia,J14,99008.53,98970.06,-38.47,1.72
DI1 - DI de 1 dia,K14,98205.52,98167.36,-38.16,3.15
DI1 - DI de 1 dia,M14,97368.99,97331.16,-37.83,8.59
DI1 - DI de 1 dia,N14,96567.85,96530.33,-37.52,13.84
DI1 - DI de 1 dia,V14,93932.87,93896.37,-36.5,33.18
