Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
B34 - Global 2034,F09,102.0313,102.0312,-0.0001,0.11
B37 - Global 2037,F09,94.1875,94.1562,-0.0313,34.44
B40 - Global 2040,F09,117.0,117.0,0.0,0.0
BG2 - Boi gordo,X08,89.94,89.06,-0.88,290.4
BG2 - Boi gordo,Z08,90.98,90.07,-0.91,300.3
BG2 - Boi gordo,F09,91.0,90.06,-0.94,310.2
BG2 - Boi gordo,G09,88.5,87.7,-0.8,264.0
BG2 - Boi gordo,H09,88.2,87.5,-0.7,231.0
BG2 - Boi gordo,J09,87.9,87.2,-0.7,231.0
BG2 - Boi gordo,K09,87.5,87.0,-0.5,165.0
BG2 - Boi gordo,M09,89.25,88.75,-0.5,165.0
BG2 - Boi gordo,Q09,91.0,90.0,-1.0,330.0
BG2 - Boi gordo,U09,92.0,91.0,-1.0,330.0
BG2 - Boi gordo,V09,92.39,91.3,-1.09,359.7
BG2 - Boi gordo,X09,92.75,91.6,-1.15,379.5
BGI - Boi gordo,X08,89.94,89.06,-0.88,290.4
BGI - Boi gordo,Z08,90.98,90.07,-0.91,300.3
BGI - Boi gordo,F09,91.0,90.06,-0.94,310.2
BGI - Boi gordo,G09,88.5,87.7,-0.8,264.0
BGI - Boi gordo,H09,88.2,87.5,-0.7,231.0
BGI - Boi gordo,J09,87.9,87.2,-0.7,231.0
BGI - Boi gordo,K09,87.5,87.0,-0.5,165.0
BGI - Boi gordo,M09,89.25,88.75,-0.5,165.0
BGI - Boi gordo,Q09,91.0,90.0,-1.0,330.0
BGI - Boi gordo,U09,92.0,91.0,-1.0,330.0
BGI - Boi gordo,V09,92.39,91.3,-1.09,359.7
BGI - Boi gordo,X09,92.75,91.6,-1.15,379.5
CCM - Milho,H09,19.95,20.49,0.54,243.0
CCM - Milho,K09,20.95,20.9,-0.05,22.5
CCM - Milho,N09,21.3,21.25,-0.05,22.5
CCM - Milho,U09,21.6,21.0,-0.6,270.0
CM2 - Milho,H09,19.95,20.49,0.54,243.0
CM2 - Milho,K09,20.95,20.9,-0.05,22.5
CM2 - Milho,N09,21.3,21.25,-0.05,22.5
CM2 - Milho,U09,21.6,21.0,-0.6,270.0
CN2 - Milho,X08,21.15,21.15,0.0,0.0
CN2 - Milho,F09,20.55,20.44,-0.11,49.5
CN2 - Milho,H09,20.79,20.68,-0.11,49.5
CN2 - Milho,K09,21.17,20.95,-0.22,99.0
COP - Milho base de preço Cascavel,H09,-3.3,-4.0,-0.7,315.0
COP - Milho base de preço Cascavel,K09,-3.3,-4.0,-0.7,315.0
DAP - Cupom de DI x IPCA,K09,96089.52,96060.14,-29.38,582.13
DAP - Cupom de DI x IPCA,Q10,84640.51,84614.63,-25.88,822.85
DAP - Cupom de DI x IPCA,Q12,69530.31,69509.05,-21.26,219.03
DAP - Cupom de DI x IPCA,K15,53784.06,53767.62,-16.44,1309.55
DDI - Cupom cambial,Z08,100926.92,104067.9,3140.98,1997.18
DDI - Cupom cambial,F09,100508.18,103636.13,3127.95,1980.57
DDI - Cupom cambial,G09,99985.5,103097.18,3111.68,1983.07
DDI - Cupom cambial,H09,99421.95,102516.09,3094.14,1961.43
DDI - Cupom cambial,J09,98816.33,101891.62,3075.29,1900.46
