Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,AGO0,625.0,625.0,0.0,0.0
ALA - Álcool anidro,OUT0,670.0,670.0,0.0,0.0
ALA - Álcool anidro,DEZ0,696.0,697.0,1.0,30.0
ALA - Álcool anidro,MAR1,738.4,740.0,1.6,48.0
ALA - Álcool anidro,MAI1,745.4,750.0,4.6,138.0
ALA - Álcool anidro,OUT1,655.0,660.0,5.0,150.0
BCB - C-Bond,OUT0,74.0313,74.25,0.2187,393.04
BEI - EI-Bond,OUT0,91.7188,91.6563,-0.0625,56.16
DDI - Cupom cambial,AGO0,100087.03,99923.67,-163.36,146.77
DDI - Cupom cambial,SET0,99390.26,99258.87,-131.39,118.05
DDI - Cupom cambial,OUT0,98730.05,98594.21,-135.84,122.05
DDI - Cupom cambial,NOV0,97986.64,97868.9,-117.74,105.78
DDI - Cupom cambial,DEZ0,97292.0,97143.97,-148.03,133.0
DDI - Cupom cambial,JAN1,96557.12,96465.01,-92.11,82.76
DDI - Cupom cambial,FEV1,95771.12,95667.84,-103.28,92.79
DDI - Cupom cambial,MAR1,95115.43,95026.55,-88.88,79.85
DDI - Cupom cambial,ABR1,94303.18,94193.37,-109.81,98.66
DDI - Cupom cambial,MAI1,93582.33,93442.05,-140.28,126.04
DDI - Cupom cambial,JUN1,92762.4,92666.14,-96.26,86.48
DDI - Cupom cambial,JUL1,92046.21,91869.55,-176.66,158.72
DDI - Cupom cambial,AGO1,91272.54,91098.19,-174.35,156.65
DDI - Cupom cambial,SET1,90475.22,90292.43,-182.79,164.23
DDI - Cupom cambial,OUT1,89782.75,89605.15,-177.6,159.57
DDI - Cupom cambial,NOV1,89001.67,88768.56,-233.11,209.44
DDI - Cupom cambial,DEZ1,88301.88,88022.96,-278.92,250.6
DDI - Cupom cambial,JAN2,87555.08,87158.63,-396.45,356.21
DDI - Cupom cambial,ABR2,85444.16,85046.07,-398.09,357.68
DDI - Cupom cambial,JUL2,83227.84,82757.4,-470.44,422.69
DDI - Cupom cambial,OUT2,81034.79,80407.4,-627.39,563.7
DDI - Cupom cambial,JAN3,78784.51,78185.32,-599.19,538.37
DDI - Cupom cambial,ABR3,76778.28,76194.57,-583.71,524.46
DDI - Cupom cambial,JUL3,74773.18,74190.86,-582.32,523.21
DI1 - DI de 1 dia,AGO0,98934.74,98935.82,1.08,1.08
DI1 - DI de 1 dia,SET0,97505.46,97512.0,6.54,6.54
DI1 - DI de 1 dia,OUT0,96259.88,96268.64,8.76,8.76
DI1 - DI de 1 dia,NOV0,94950.85,94963.0,12.15,12.15
DI1 - DI de 1 dia,DEZ0,93714.82,93731.72,16.9,16.9
DI1 - DI de 1 dia,JAN1,92468.28,92485.0,16.72,16.72
DI1 - DI de 1 dia,FEV1,91097.42,91120.0,22.58,22.58
DI1 - DI de 1 dia,MAR1,89981.72,90000.0,18.28,18.28
DI1 - DI de 1 dia,ABR1,88635.87,88630.0,-5.87,5.87
DI1 - DI de 1 dia,JUL1,84918.52,84910.0,-8.52,8.52
DI1 - DI de 1 dia,OUT1,81211.19,81180.0,-31.19,31.19
DI1 - DI de 1 dia,NOV1,79980.41,79950.0,-30.41,30.41
DI1 - DI de 1 dia,JAN2,77799.04,77720.0,-79.04,79.04
DI1 - DI de 1 dia,ABR2,74607.02,74500.0,-107.02,107.02
DI1 - DI de 1 dia,JAN3,64731.53,64731.53,0.0,0.0
DI1 - DI de 1 dia,ABR3,62339.29,62339.29,0.0,0.0
DOL - Dólar comercial,AGO0,1816.621,1814.969,-1.652,82.6
DOL - Dólar comercial,SET0,1831.28,1829.75,-1.53,76.5
DOL - Dólar comercial,OUT0,1843.5,1841.0,-2.5,125.0
DOL - Dólar comercial,NOV0,1848.0,1851.0,3.0,150.0
DOL - Dólar comercial,MAI1,1927.0,1927.0,0.0,0.0
ICF - Café Arábica 4/5,JUL0,84.0,82.0,-2.0,200.0
ICF - Café Arábica 4/5,SET0,86.8,85.4,-1.4,140.0
ICF - Café Arábica 4/5,DEZ0,93.1,92.0,-1.1,110.0
ICF - Café Arábica 4/5,MAR1,98.25,96.5,-1.75,175.0
ICF - Café Arábica 4/5,JUL1,99.5,97.5,-2.0,200.0
ICF - Café Arábica 4/5,SET1,100.0,97.25,-2.75,275.0
ICN - Milho,SET0,7.45,7.35,-0.1,45.0
ICN - Milho,NOV0,7.95,7.85,-0.1,45.0
ILC - Boi Gordo (US$/arroba),JUL0,23.17,23.05,-0.12,39.6
ILC - Boi Gordo (US$/arroba),AGO0,23.49,23.48,-0.01,3.3
ILC - Boi Gordo (US$/arroba),SET0,24.15,24.12,-0.03,9.9
ILC - Boi Gordo (US$/arroba),OUT0,24.68,24.56,-0.12,39.6
ILC - Boi Gordo (US$/arroba),NOV0,24.36,24.2,-0.16,52.8
ILC - Boi Gordo (US$/arroba),DEZ0,24.1,23.95,-0.15,49.5
IND - Ibovespa,AGO0,17757.0,18015.0,258.0,774.0
ISO - Soja,JUL0,10.5,10.5,0.0,0.0
ISO - Soja,SET0,10.45,10.45,0.0,0.0
MIL - Milho cambial,JUL0,7.3,7.26,-0.04,32.34
SOY - Soja FOB Santos,JUL0,10.0,9.98,-0.02,16.17
SOY - Soja FOB Santos,SET0,10.27,10.26,-0.01,8.08
SUG - Açúcar cambial,JUL0,12.2,12.35,0.15,72.78
