Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,MAR2,626.0,631.0,5.0,150.0
ALA - Álcool anidro,MAI2,549.0,555.0,6.0,180.0
ALA - Álcool anidro,AGO2,368.0,368.0,0.0,0.0
ALA - Álcool anidro,OUT2,374.0,376.0,2.0,60.0
ALA - Álcool anidro,DEZ2,387.0,388.0,1.0,30.0
ALA - Álcool anidro,MAR3,400.0,402.0,2.0,60.0
BCB - C-Bond,ABR2,79.0938,79.3438,0.25,606.82
BGI - Boi gordo,FEV2,45.75,45.76,0.01,3.3
BGI - Boi gordo,MAR2,44.75,44.77,0.02,6.6
BGI - Boi gordo,ABR2,43.87,43.9,0.03,9.9
BGI - Boi gordo,MAI2,43.68,43.55,-0.13,42.9
BGI - Boi gordo,JUN2,44.61,44.5,-0.11,36.3
BGI - Boi gordo,JUL2,45.93,45.87,-0.06,19.8
BGI - Boi gordo,AGO2,46.45,46.4,-0.05,16.5
BGI - Boi gordo,SET2,47.4,47.4,0.0,0.0
BGI - Boi gordo,OUT2,48.43,48.44,0.01,3.3
BGI - Boi gordo,NOV2,48.35,48.35,0.0,0.0
BGI - Boi gordo,DEZ2,48.15,48.15,0.0,0.0
DDI - Cupom cambial,MAR2,99915.44,99936.26,20.82,25.23
DDI - Cupom cambial,ABR2,99829.46,99821.93,-7.53,9.12
DDI - Cupom cambial,MAI2,99674.09,99644.77,-29.32,35.53
DDI - Cupom cambial,JUN2,99495.96,99442.02,-53.94,65.37
DDI - Cupom cambial,JUL2,99284.97,99246.06,-38.91,47.16
DDI - Cupom cambial,OUT2,98335.66,98316.09,-19.57,23.71
DDI - Cupom cambial,JAN3,96962.44,96996.61,34.17,41.41
DDI - Cupom cambial,ABR3,95121.92,95193.95,72.03,87.3
DDI - Cupom cambial,JUL3,93221.58,93375.57,153.99,186.64
DDI - Cupom cambial,OUT3,91393.87,91577.65,183.78,222.75
DDI - Cupom cambial,JAN4,89630.58,89818.59,188.01,227.87
DDI - Cupom cambial,ABR4,87976.95,88088.98,112.03,135.78
DDI - Cupom cambial,JUL4,86223.08,86309.41,86.33,104.63
DDI - Cupom cambial,OUT4,84366.57,84550.07,183.5,222.41
DDI - Cupom cambial,JAN5,82630.57,82878.54,247.97,300.55
DDI - Cupom cambial,ABR5,80909.93,81324.95,415.02,503.02
DDI - Cupom cambial,JUL5,79376.93,79754.53,377.6,457.67
DDI - Cupom cambial,OUT5,77730.04,78152.19,422.15,511.66
DDI - Cupom cambial,JAN6,76180.01,76530.12,350.11,424.35
DDI - Cupom cambial,ABR6,74668.82,75010.95,342.13,414.67
DDI - Cupom cambial,JUL6,73128.63,73555.01,426.38,516.79
DDI - Cupom cambial,OUT6,71558.9,71923.69,364.79,442.14
DDI - Cupom cambial,JAN7,70068.66,70491.83,423.17,512.9
DI1 - DI de 1 dia,MAR2,99658.71,99658.94,0.23,0.23
DI1 - DI de 1 dia,ABR2,98311.8,98309.31,-2.49,2.49
DI1 - DI de 1 dia,MAI2,96873.76,96871.56,-2.2,2.2
DI1 - DI de 1 dia,JUN2,95532.68,95536.01,3.33,3.33
DI1 - DI de 1 dia,JUL2,94273.12,94274.6,1.48,1.48
DI1 - DI de 1 dia,OUT2,90152.13,90137.89,-14.24,14.24
DI1 - DI de 1 dia,JAN3,86230.12,86223.54,-6.58,6.58
DI1 - DI de 1 dia,ABR3,82396.25,82443.56,47.31,47.31
DI1 - DI de 1 dia,JUL3,78283.45,78412.0,128.55,128.55
DI1 - DI de 1 dia,OUT3,74072.57,74284.0,211.43,211.43
DI1 - DI de 1 dia,JAN4,70146.89,70432.0,285.11,285.11
DI1 - DI de 1 dia,ABR4,66382.32,66759.0,376.68,376.68
DI1 - DI de 1 dia,JUL4,62652.78,63123.0,470.22,470.22
DI1 - DI de 1 dia,OUT4,58967.26,59524.0,556.74,556.74
DI1 - DI de 1 dia,JAN5,55602.96,56232.0,629.04,629.04
DOL - Dólar comercial,MAR2,2430.344,2430.847,0.503,25.15
DOL - Dólar comercial,ABR2,2461.544,2461.647,0.103,5.15
DOL - Dólar comercial,MAI2,2494.173,2493.496,-0.677,33.85
DOL - Dólar comercial,JUN2,2524.666,2523.21,-1.456,72.8
DOL - Dólar comercial,JUL2,2552.973,2551.932,-1.041,52.05
DOL - Dólar comercial,AGO2,2584.383,2583.66,-0.723,36.15
DOL - Dólar comercial,SET2,2614.789,2614.377,-0.412,20.6
DOL - Dólar comercial,OUT2,2644.147,2644.038,-0.109,5.45
DOL - Dólar comercial,NOV2,2673.208,2673.549,0.341,17.05
DOL - Dólar comercial,DEZ2,2698.738,2699.479,0.741,37.05
DOL - Dólar comercial,JAN3,2725.807,2726.975,1.168,58.4
DOL - Dólar comercial,MAR3,2749.427,2750.384,0.957,47.85
DOL - Dólar comercial,ABR3,2798.49,2799.002,0.512,25.6
DOL - Dólar comercial,JUN3,2857.456,2857.646,0.19,9.5
DOM - Dólar comercial fracionário,MAR2,2430.344,2430.847,0.503,2.51
DOM - Dólar comercial fracionário,OUT2,2644.147,2644.038,-0.109,0.54
EUR - Euro (em Reais),MAR2,2114.8516,2129.3053,14.4537,722.68
FRC - FRA de cupom,ABR2,1.0,1.33,0.33,0.16
FRC - FRA de cupom,MAI2,1.41,1.7,0.29,0.14
FRC - FRA de cupom,JUN2,1.61,1.9,0.29,0.14
FRC - FRA de cupom,JUL2,1.87,2.05,0.18,0.09
FRC - FRA de cupom,OUT2,2.7,2.77,0.07,0.03
FRC - FRA de cupom,JAN3,3.57,3.55,-0.02,0.01
FRC - FRA de cupom,ABR3,4.58,4.53,-0.05,0.02
FRC - FRA de cupom,JUL3,5.31,5.19,-0.12,0.06
FRC - FRA de cupom,OUT3,5.8,5.68,-0.12,0.06
FRC - FRA de cupom,JAN4,6.15,6.03,-0.12,0.06
FRC - FRA de cupom,ABR4,6.41,6.35,-0.06,0.03
FRC - FRA de cupom,JUL4,6.7,6.66,-0.04,0.02
FRC - FRA de cupom,OUT4,7.02,6.93,-0.09,0.04
FRC - FRA de cupom,JAN5,7.25,7.13,-0.12,0.06
FRC - FRA de cupom,ABR5,7.5,7.31,-0.19,0.09
FRC - FRA de cupom,JUL5,7.65,7.48,-0.17,0.08
FRC - FRA de cupom,OUT5,7.83,7.65,-0.18,0.09
FRC - FRA de cupom,JAN6,7.99,7.85,-0.14,0.07
FRC - FRA de cupom,ABR6,8.15,8.01,-0.14,0.07
FRC - FRA de cupom,JUL6,8.32,8.15,-0.17,0.08
FRC - FRA de cupom,OUT6,8.51,8.37,-0.14,0.07
FRC - FRA de cupom,JAN7,8.67,8.51,-0.16,0.08
ICF - Café Arábica 4/5,MAR2,53.3,52.0,-1.3,315.22
ICF - Café Arábica 4/5,MAI2,53.6,52.95,-0.65,157.61
ICF - Café Arábica 4/5,JUL2,53.0,52.5,-0.5,121.24
ICF - Café Arábica 4/5,SET2,52.8,52.1,-0.7,169.73
ICF - Café Arábica 4/5,DEZ2,54.9,54.3,-0.6,145.48
ICF - Café Arábica 4/5,MAR3,56.75,56.0,-0.75,181.86
IND - Ibovespa,ABR2,13875.0,13906.0,31.0,93.0
IND - Ibovespa,AGO2,14666.0,14700.0,34.0,102.0
IND - Ibovespa,DEZ2,15595.0,15630.0,35.0,105.0
INF - Ibovespa fracionário,ABR2,13875.0,13906.0,31.0,9.3
