Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,DEZ1,667.0,667.0,0.0,0.0
ALA - Álcool anidro,MAR2,695.0,694.0,-1.0,30.0
ALA - Álcool anidro,MAI2,685.0,680.0,-5.0,150.0
ALA - Álcool anidro,AGO2,550.0,550.0,0.0,0.0
ALA - Álcool anidro,OUT2,553.0,554.0,1.0,30.0
ALA - Álcool anidro,DEZ2,567.0,564.0,-3.0,90.0
BCB - C-Bond,JAN2,63.5625,63.6563,0.0938,258.32
BGI - Boi gordo,OUT1,46.59,46.7,0.11,36.3
BGI - Boi gordo,NOV1,46.84,47.05,0.21,69.3
BGI - Boi gordo,DEZ1,46.76,46.95,0.19,62.7
BGI - Boi gordo,JAN2,46.76,47.05,0.29,95.7
BGI - Boi gordo,FEV2,46.7,47.0,0.3,99.0
BGI - Boi gordo,MAR2,46.5,46.5,0.0,0.0
BGI - Boi gordo,ABR2,46.55,46.55,0.0,0.0
BGI - Boi gordo,JUN2,48.19,48.25,0.06,19.8
BGI - Boi gordo,JUL2,49.5,49.5,0.0,0.0
BGI - Boi gordo,AGO2,49.55,49.55,0.0,0.0
BGI - Boi gordo,SET2,50.5,50.5,0.0,0.0
BGI - Boi gordo,OUT2,51.61,51.5,-0.11,36.3
DDI - Cupom cambial,NOV1,100147.75,101312.25,1164.5,1591.05
DDI - Cupom cambial,DEZ1,100068.3,101239.42,1171.12,1600.1
DDI - Cupom cambial,JAN2,99789.32,100981.12,1191.8,1628.35
DDI - Cupom cambial,FEV2,99347.01,100541.72,1194.71,1632.33
DDI - Cupom cambial,ABR2,98318.18,99478.62,1160.44,1585.5
DDI - Cupom cambial,JUL2,96398.35,97600.62,1202.27,1642.66
DDI - Cupom cambial,OUT2,94160.31,95398.58,1238.27,1691.84
DDI - Cupom cambial,JAN3,91612.91,92802.4,1189.49,1625.2
DDI - Cupom cambial,ABR3,88730.69,89910.27,1179.58,1611.66
