Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,AGO0,510.0,485.0,-25.0,750.0
ALA - Álcool anidro,OUT0,569.0,545.0,-24.0,720.0
ALA - Álcool anidro,DEZ0,585.0,575.0,-10.0,300.0
ALA - Álcool anidro,MAR1,606.0,590.0,-16.0,480.0
ALA - Álcool anidro,MAI1,630.0,615.0,-15.0,450.0
BCB - C-Bond,JUL0,74.0,73.6875,-0.3125,564.96
BEI - EI-Bond,JUL0,90.3125,90.0,-0.3125,282.48
DDI - Cupom cambial,JUL0,99697.36,99750.62,53.26,48.21
DDI - Cupom cambial,AGO0,99070.12,99120.03,49.91,45.18
DDI - Cupom cambial,SET0,98344.47,98400.98,56.51,51.16
DDI - Cupom cambial,OUT0,97641.02,97721.73,80.71,73.07
DDI - Cupom cambial,NOV0,96863.59,96967.35,103.76,93.93
DDI - Cupom cambial,DEZ0,96102.29,96162.84,60.55,54.81
DDI - Cupom cambial,JAN1,95346.55,95418.33,71.78,64.98
DDI - Cupom cambial,FEV1,94544.24,94597.68,53.44,48.38
DDI - Cupom cambial,MAR1,93859.17,93918.76,59.59,53.94
DDI - Cupom cambial,ABR1,93046.71,93113.12,66.41,60.12
DDI - Cupom cambial,MAI1,92269.94,92365.31,95.37,86.34
DDI - Cupom cambial,JUN1,91444.23,91522.71,78.48,71.05
DDI - Cupom cambial,JUL1,90644.6,90644.6,0.0,0.0
DDI - Cupom cambial,AGO1,89872.13,89915.48,43.35,39.24
DDI - Cupom cambial,SET1,89050.58,89077.16,26.58,24.06
DDI - Cupom cambial,OUT1,88338.42,88335.65,-2.77,2.5
DDI - Cupom cambial,NOV1,87507.01,87507.01,0.0,0.0
DDI - Cupom cambial,DEZ1,86762.22,86815.6,53.38,48.32
DDI - Cupom cambial,JAN2,86019.15,86019.15,0.0,0.0
DDI - Cupom cambial,ABR2,83796.28,83896.04,99.76,90.31
DDI - Cupom cambial,JUL2,81508.13,81574.57,66.44,60.15
DDI - Cupom cambial,OUT2,79176.45,79176.45,0.0,0.0
DDI - Cupom cambial,JAN3,77033.41,77000.32,-33.09,29.95
DDI - Cupom cambial,ABR3,74946.22,74784.99,-161.23,145.96
DI1 - DI de 1 dia,JUL0,99269.72,99269.79,0.07,0.07
DI1 - DI de 1 dia,AGO0,97889.13,97887.05,-2.08,2.08
DI1 - DI de 1 dia,SET0,96378.03,96382.0,3.97,3.97
DI1 - DI de 1 dia,OUT0,95064.26,95068.87,4.61,4.61
DI1 - DI de 1 dia,NOV0,93673.23,93680.0,6.77,6.77
DI1 - DI de 1 dia,DEZ0,92351.74,92371.16,19.42,19.42
DI1 - DI de 1 dia,JAN1,91010.46,91039.0,28.54,28.54
DI1 - DI de 1 dia,FEV1,89534.48,89579.0,44.52,44.52
DI1 - DI de 1 dia,MAR1,88328.68,88385.0,56.32,56.32
DI1 - DI de 1 dia,ABR1,86877.72,86945.0,67.28,67.28
DI1 - DI de 1 dia,JUL1,82845.04,82970.0,124.96,124.96
DI1 - DI de 1 dia,OUT1,78842.38,79060.0,217.62,217.62
DI1 - DI de 1 dia,NOV1,77491.48,77750.0,258.52,258.52
DI1 - DI de 1 dia,JAN2,75099.89,75430.0,330.11,330.11
DI1 - DI de 1 dia,ABR2,71675.23,72085.0,409.77,409.77
DI1 - DI de 1 dia,JAN3,61162.49,61162.49,0.0,0.0
DI1 - DI de 1 dia,ABR3,57977.03,58000.0,22.97,22.97
DOL - Dólar comercial,JUL0,1818.685,1819.208,0.523,26.15
DOL - Dólar comercial,AGO0,1833.1,1833.466,0.366,18.3
DOL - Dólar comercial,SET0,1843.0,1843.0,0.0,0.0
DOL - Dólar comercial,OUT0,1857.0,1857.0,0.0,0.0
DOL - Dólar comercial,NOV0,1879.0,1877.0,-2.0,100.0
DOL - Dólar comercial,MAI1,1959.0,1959.0,0.0,0.0
ICF - Café Arábica 4/5,JUL0,95.6,94.25,-1.35,135.0
ICF - Café Arábica 4/5,SET0,99.5,98.2,-1.3,130.0
ICF - Café Arábica 4/5,DEZ0,106.0,104.2,-1.8,180.0
ICF - Café Arábica 4/5,JUL1,110.5,108.0,-2.5,250.0
ICF - Café Arábica 4/5,SET1,112.0,110.0,-2.0,200.0
ICN - Milho,SET0,7.73,7.7,-0.03,13.5
ICN - Milho,NOV0,8.1,8.13,0.03,13.5
ICO - Algodão,JUL0,50.4,49.5,-0.9,252.97
ILC - Boi Gordo (US$/arroba),JUN0,21.97,21.93,-0.04,13.2
ILC - Boi Gordo (US$/arroba),JUL0,22.73,22.8,0.07,23.1
ILC - Boi Gordo (US$/arroba),AGO0,22.9,23.1,0.2,66.0
ILC - Boi Gordo (US$/arroba),SET0,23.4,23.55,0.15,49.5
ILC - Boi Gordo (US$/arroba),OUT0,23.95,24.2,0.25,82.5
ILC - Boi Gordo (US$/arroba),NOV0,23.4,23.75,0.35,115.5
IND - Ibovespa,AGO0,17048.0,17167.0,119.0,357.0
ISO - Soja,JUL0,10.7,10.6,-0.1,45.0
ISO - Soja,SET0,10.75,10.75,0.0,0.0
MIL - Milho cambial,JUL0,7.6,7.45,-0.15,122.03
SOY - Soja FOB Santos,JUL0,10.39,10.48,0.09,73.21
SOY - Soja FOB Santos,SET0,10.75,10.79,0.04,32.54
SUG - Açúcar cambial,JUL0,10.89,10.8,-0.09,43.93
