Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
A18 - A-Bond 2018,V07,109.0313,108.6875,-0.3438,344.53
AL2 - Álcool Anidro,Z07,710.0,710.0,0.0,0.0
ALA - Álcool anidro,Z07,710.0,710.0,0.0,0.0
B19 - Global 2019,V07,120.2188,120.875,0.6562,657.61
B34 - Global 2034,V07,119.8438,118.625,-1.2188,1221.42
B40 - Global 2040,V07,129.5,128.7188,-0.7812,782.87
BG2 - Boi gordo,Q07,64.33,63.29,-1.04,343.2
BG2 - Boi gordo,U07,63.61,62.77,-0.84,277.2
BG2 - Boi gordo,V07,63.09,62.31,-0.78,257.4
BG2 - Boi gordo,X07,61.85,61.29,-0.56,184.8
BG2 - Boi gordo,Z07,62.0,61.5,-0.5,165.0
BG2 - Boi gordo,F08,61.0,60.5,-0.5,165.0
BG2 - Boi gordo,G08,60.6,60.25,-0.35,115.5
BG2 - Boi gordo,H08,60.4,60.15,-0.25,82.5
BG2 - Boi gordo,K08,58.6,58.35,-0.25,82.5
BG2 - Boi gordo,N08,62.85,62.8,-0.05,16.5
BG2 - Boi gordo,V08,65.09,63.5,-1.59,524.7
BG2 - Boi gordo,F09,61.65,61.3,-0.35,115.5
BGI - Boi gordo,Q07,64.33,63.29,-1.04,343.2
BGI - Boi gordo,U07,63.61,62.77,-0.84,277.2
BGI - Boi gordo,V07,63.09,62.31,-0.78,257.4
BGI - Boi gordo,X07,61.85,61.29,-0.56,184.8
BGI - Boi gordo,Z07,62.0,61.5,-0.5,165.0
BGI - Boi gordo,F08,61.0,60.5,-0.5,165.0
BGI - Boi gordo,G08,60.6,60.25,-0.35,115.5
BGI - Boi gordo,H08,60.4,60.15,-0.25,82.5
BGI - Boi gordo,K08,58.6,58.35,-0.25,82.5
BGI - Boi gordo,N08,62.85,62.8,-0.05,16.5
BGI - Boi gordo,V08,65.09,63.5,-1.59,524.7
BGI - Boi gordo,F09,61.65,61.3,-0.35,115.5
BRI - Futuro do Índice Brasil 50,V07,7425.0,7081.0,-344.0,3440.0
BZ2 - Bezerro,J08,508.15,507.85,-0.3,9.9
BZ2 - Bezerro,K08,502.45,502.2,-0.25,8.25
BZE - Bezerro,J08,508.15,507.85,-0.3,9.9
BZE - Bezerro,K08,502.45,502.2,-0.25,8.25
