Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,AGO4,730.0,740.0,10.0,300.0
ALA - Álcool anidro,SET4,770.0,780.0,10.0,300.0
ALA - Álcool anidro,OUT4,800.0,815.0,15.0,450.0
ALA - Álcool anidro,NOV4,825.0,838.0,13.0,390.0
ALA - Álcool anidro,DEZ4,850.0,852.0,2.0,60.0
ALA - Álcool anidro,JAN5,870.0,875.0,5.0,150.0
B40 - Global 2040,OUT4,97.8437,97.5312,-0.3125,467.79
BCB - C-Bond,OUT4,93.9063,93.7813,-0.125,374.23
BGI - Boi gordo,JUL4,60.45,60.56,0.11,36.3
BGI - Boi gordo,AGO4,62.73,62.91,0.18,59.4
BGI - Boi gordo,SET4,64.88,65.0,0.12,39.6
BGI - Boi gordo,OUT4,66.89,66.95,0.06,19.8
BGI - Boi gordo,NOV4,67.61,67.5,-0.11,36.3
BGI - Boi gordo,DEZ4,68.18,68.27,0.09,29.7
BGI - Boi gordo,JAN5,68.09,68.11,0.02,6.6
BGI - Boi gordo,FEV5,68.06,68.09,0.03,9.9
BGI - Boi gordo,MAR5,67.97,67.89,-0.08,26.4
BGI - Boi gordo,ABR5,67.99,67.87,-0.12,39.6
BGI - Boi gordo,MAI5,67.6,67.4,-0.2,66.0
BGI - Boi gordo,JUN5,68.85,68.85,0.0,0.0
BRI - Futuro do Índice Brasil 50,AGO4,2791.0,2744.0,-47.0,470.0
BZE - Bezerro,JUL4,379.0,379.0,0.0,0.0
BZE - Bezerro,MAR5,425.0,425.0,0.0,0.0
BZE - Bezerro,ABR5,437.52,437.52,0.0,0.0
CNL - Café conillon,SET4,45.0,45.0,0.0,0.0
DDI - Cupom cambial,AGO4,99942.27,99611.46,-330.81,496.56
DDI - Cupom cambial,SET4,99901.04,99600.71,-300.33,450.81
DDI - Cupom cambial,OUT4,99793.05,99527.41,-265.64,398.73
DDI - Cupom cambial,NOV4,99646.23,99408.52,-237.71,356.81
DDI - Cupom cambial,JAN5,99205.97,98997.49,-208.48,312.93
DDI - Cupom cambial,ABR5,98410.52,98218.96,-191.56,287.54
DDI - Cupom cambial,JUL5,97463.8,97308.11,-155.69,233.69
DDI - Cupom cambial,OUT5,96230.09,96091.94,-138.15,207.37
DDI - Cupom cambial,JAN6,94814.64,94709.53,-105.11,157.77
DDI - Cupom cambial,ABR6,93320.97,93209.12,-111.85,167.89
DDI - Cupom cambial,JUL6,91833.72,91622.78,-210.94,316.63
DDI - Cupom cambial,OUT6,90107.08,89961.88,-145.2,217.95
DDI - Cupom cambial,JAN7,88511.95,88295.8,-216.15,324.45
DDI - Cupom cambial,ABR7,86851.63,86648.98,-202.65,304.18
DDI - Cupom cambial,JUL7,85179.01,85028.71,-150.3,225.6
DDI - Cupom cambial,OUT7,83520.12,83353.88,-166.24,249.53
DDI - Cupom cambial,JAN8,81676.28,81535.55,-140.73,211.24
DDI - Cupom cambial,ABR8,80062.3,79896.31,-165.99,249.15
DDI - Cupom cambial,JUL8,78382.56,78187.31,-195.25,293.08
DDI - Cupom cambial,OUT8,76564.46,76411.38,-153.08,229.78
DDI - Cupom cambial,JAN9,74709.53,74673.3,-36.23,54.38
DDI - Cupom cambial,JAN0,68347.66,68365.36,17.7,26.56
DDI - Cupom cambial,JAN1,62162.29,62159.94,-2.35,3.52
DDI - Cupom cambial,JAN2,57161.11,57008.65,-152.46,228.85
DDM - Cupom de DI x IGP-M,JAN5,97155.92,97251.93,96.01,151.75
DDM - Cupom de DI x IGP-M,ABR5,95216.93,95292.35,75.42,119.21
DDM - Cupom de DI x IGP-M,JAN6,90164.22,90213.51,49.29,77.9
DI1 - DI de 1 dia,AGO4,99421.47,99421.62,0.15,0.15
DI1 - DI de 1 dia,SET4,98153.01,98154.46,1.45,1.45
DI1 - DI de 1 dia,OUT4,96941.81,96942.51,0.7,0.7
DI1 - DI de 1 dia,NOV4,95793.08,95791.65,-1.43,1.43
DI1 - DI de 1 dia,JAN5,93289.26,93275.82,-13.44,13.44
DI1 - DI de 1 dia,ABR5,89782.45,89758.12,-24.33,24.33
DI1 - DI de 1 dia,JUL5,86283.99,86251.91,-32.08,32.08
DI1 - DI de 1 dia,OUT5,82801.93,82745.25,-56.68,56.68
DI1 - DI de 1 dia,JAN6,79556.98,79491.24,-65.74,65.74
DI1 - DI de 1 dia,ABR6,76360.78,76264.46,-96.32,96.32
DI1 - DI de 1 dia,JUL6,73348.12,73230.22,-117.9,117.9
DI1 - DI de 1 dia,OUT6,70285.49,70157.74,-127.75,127.75
DI1 - DI de 1 dia,JAN7,67445.14,67309.1,-136.04,136.04
DI1 - DI de 1 dia,ABR7,64631.35,64487.92,-143.43,143.43
DI1 - DI de 1 dia,JUL7,61932.39,61782.4,-149.99,149.99
DI1 - DI de 1 dia,OUT7,59273.95,59117.95,-156.0,156.0
DI1 - DI de 1 dia,JAN8,56798.46,56620.92,-177.54,177.54
DI1 - DI de 1 dia,ABR8,54618.27,54244.89,-373.38,373.38
DI1 - DI de 1 dia,JUL8,52135.66,51984.11,-151.55,151.55
DI1 - DI de 1 dia,OUT8,49812.2,49534.74,-277.46,277.46
DI1 - DI de 1 dia,JAN9,47343.29,47294.18,-49.11,49.11
DI1 - DI de 1 dia,JAN0,39463.85,39413.58,-50.27,50.27
DI1 - DI de 1 dia,ABR0,37682.77,37668.65,-14.12,14.12
DOL - Dólar comercial,AGO4,3017.826,3007.836,-9.99,499.5
DOL - Dólar comercial,SET4,3055.726,3046.336,-9.39,469.5
DOL - Dólar comercial,OUT4,3090.398,3082.149,-8.249,412.45
DOL - Dólar comercial,NOV4,3122.855,3115.452,-7.403,370.15
DOL - Dólar comercial,DEZ4,3155.058,3148.199,-6.859,342.95
DOL - Dólar comercial,JAN5,3192.454,3186.313,-6.141,307.05
DOL - Dólar comercial,FEV5,3225.86,3219.927,-5.933,296.65
DOL - Dólar comercial,MAR5,3254.882,3249.133,-5.749,287.45
DOL - Dólar comercial,ABR5,3290.601,3285.086,-5.515,275.75
DOL - Dólar comercial,JUN5,3344.5,3350.964,6.464,323.2
DOM - Dólar comercial fracionário,AGO4,3017.826,3007.836,-9.99,49.95
DOM - Dólar comercial fracionário,SET4,3055.726,3046.336,-9.39,46.95
FRC - FRA de cupom,SET4,0.5,0.13,-0.37,0.18
FRC - FRA de cupom,OUT4,0.9,0.51,-0.39,0.19
FRC - FRA de cupom,NOV4,1.18,0.81,-0.37,0.18
FRC - FRA de cupom,JAN5,1.73,1.45,-0.28,0.14
FRC - FRA de cupom,ABR5,2.32,2.11,-0.21,0.1
FRC - FRA de cupom,JUL5,2.75,2.56,-0.19,0.09
FRC - FRA de cupom,OUT5,3.25,3.09,-0.16,0.08
FRC - FRA de cupom,JAN6,3.76,3.6,-0.16,0.08
FRC - FRA de cupom,ABR6,4.19,4.06,-0.13,0.06
FRC - FRA de cupom,JUL6,4.54,4.48,-0.06,0.03
FRC - FRA de cupom,OUT6,4.97,4.88,-0.09,0.04
FRC - FRA de cupom,JAN7,5.26,5.22,-0.04,0.02
FRC - FRA de cupom,ABR7,5.58,5.53,-0.05,0.02
FRC - FRA de cupom,JUL7,5.86,5.8,-0.06,0.03
FRC - FRA de cupom,OUT7,6.13,6.08,-0.05,0.02
FRC - FRA de cupom,JAN8,6.45,6.4,-0.05,0.02
FRC - FRA de cupom,ABR8,6.68,6.64,-0.04,0.02
FRC - FRA de cupom,JUL8,6.93,6.9,-0.03,0.01
FRC - FRA de cupom,OUT8,7.23,7.19,-0.04,0.02
FRC - FRA de cupom,JAN9,7.53,7.45,-0.08,0.04
FRC - FRA de cupom,JAN0,8.4,8.31,-0.09,0.04
FRC - FRA de cupom,JAN1,9.33,9.25,-0.08,0.04
FRC - FRA de cupom,JAN2,9.95,9.93,-0.02,0.01
ICF - Café Arábica 4/5,JUL4,75.0,75.0,0.0,0.0
ICF - Café Arábica 4/5,SET4,78.15,78.8,0.65,194.29
ICF - Café Arábica 4/5,DEZ4,81.1,81.6,0.5,149.46
ICF - Café Arábica 4/5,MAR5,83.6,84.15,0.55,164.4
IND - Ibovespa,AGO4,22798.0,22329.0,-469.0,1407.0
IND - Ibovespa,OUT4,23198.0,22729.0,-469.0,1407.0
IND - Ibovespa,DEZ4,23814.0,23336.0,-478.0,1434.0
IND - Ibovespa,FEV5,24462.0,23973.0,-489.0,1467.0
IND - Ibovespa,JUN5,25759.0,25247.0,-512.0,1536.0
INF - Ibovespa fracionário,AGO4,22798.0,22329.0,-469.0,140.7
OZ1 - Ouro 250g,AGO4,38.588,38.825,0.237,59.25
SOI - Soja,SET4,241.0,232.0,-9.0,2690.28
SOI - Soja,NOV4,239.5,239.5,0.0,0.0
