Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,MAR1,774.0,770.0,-4.0,120.0
ALA - Álcool anidro,MAI1,785.0,784.0,-1.0,30.0
ALA - Álcool anidro,AGO1,695.0,698.0,3.0,90.0
ALA - Álcool anidro,OUT1,698.0,698.0,0.0,0.0
ALA - Álcool anidro,DEZ1,700.0,700.0,0.0,0.0
BCB - C-Bond,JAN1,74.1563,74.1563,0.0,0.0
BCB - C-Bond,OUT1,71.9063,71.9063,0.0,0.0
BEI - EI-Bond,JAN1,91.8438,91.8438,0.0,0.0
BEI - EI-Bond,FEV1,93.9375,94.0,0.0625,61.15
BGI - Boi gordo,MAR1,40.5,40.4,-0.1,33.0
BGI - Boi gordo,ABR1,40.35,40.25,-0.1,33.0
BGI - Boi gordo,MAI1,39.7,39.6,-0.1,33.0
BGI - Boi gordo,JUN1,42.0,42.0,0.0,0.0
BGI - Boi gordo,JUL1,43.5,43.5,0.0,0.0
BGI - Boi gordo,AGO1,43.7,43.7,0.0,0.0
BGI - Boi gordo,SET1,44.8,44.8,0.0,0.0
BGI - Boi gordo,OUT1,46.25,46.25,0.0,0.0
BGI - Boi gordo,NOV1,46.55,46.54,-0.01,3.3
BGI - Boi gordo,DEZ1,47.11,47.1,-0.01,3.3
DDI - Cupom cambial,DEZ0,100114.07,100614.87,500.8,489.78
DDI - Cupom cambial,JAN1,99416.04,99900.1,484.06,473.41
DDI - Cupom cambial,FEV1,98759.4,99319.0,559.6,547.28
DDI - Cupom cambial,MAR1,98170.92,98711.27,540.35,528.46
DDI - Cupom cambial,ABR1,97488.32,97993.58,505.26,494.14
DDI - Cupom cambial,MAI1,96848.78,97309.71,460.93,450.78
DDI - Cupom cambial,JUN1,96104.45,96586.63,482.18,471.57
DDI - Cupom cambial,JUL1,95402.16,95868.21,466.05,455.79
DDI - Cupom cambial,AGO1,94641.97,95161.89,519.92,508.48
DDI - Cupom cambial,SET1,93918.71,94418.8,500.09,489.08
DDI - Cupom cambial,OUT1,93227.69,93744.14,516.45,505.08
DDI - Cupom cambial,NOV1,92416.39,92913.06,496.67,485.74
DDI - Cupom cambial,DEZ1,91767.26,92164.13,396.87,388.13
DDI - Cupom cambial,JAN2,90995.96,91397.35,401.39,392.55
DDI - Cupom cambial,ABR2,88768.76,89173.36,404.6,395.69
DDI - Cupom cambial,JUL2,86350.91,86742.66,391.75,383.13
DDI - Cupom cambial,OUT2,83833.83,84236.67,402.84,393.97
DDI - Cupom cambial,JAN3,81413.24,81752.52,339.28,331.81
DDI - Cupom cambial,ABR3,79129.1,79376.1,247.0,241.56
DDI - Cupom cambial,JUL3,76984.87,77104.64,119.77,117.13
DDI - Cupom cambial,OUT3,74606.45,74774.74,168.29,164.58
DDI - Cupom cambial,JAN4,72398.0,72704.58,306.58,299.83
DDI - Cupom cambial,ABR4,70276.94,70478.58,201.64,197.2
DDI - Cupom cambial,JUL4,68263.91,68530.7,266.79,260.92
DDI - Cupom cambial,OUT4,66366.68,66546.44,179.76,175.8
DDI - Cupom cambial,JAN5,64401.13,64494.7,93.57,91.51
DDI - Cupom cambial,ABR5,62574.28,62636.54,62.26,60.89
DDI - Cupom cambial,JUL5,60751.43,60852.58,101.15,98.92
DDI - Cupom cambial,OUT5,59110.94,59216.37,105.43,103.11
DDI - Cupom cambial,JAN6,57474.49,57637.79,163.3,159.7
DI1 - DI de 1 dia,DEZ0,99757.14,99757.04,-0.1,0.1
DI1 - DI de 1 dia,JAN1,98544.41,98541.76,-2.65,2.65
DI1 - DI de 1 dia,FEV1,97183.59,97172.0,-11.59,11.59
DI1 - DI de 1 dia,MAR1,96061.91,96035.0,-26.91,26.91
DI1 - DI de 1 dia,ABR1,94683.4,94646.04,-37.36,37.36
DI1 - DI de 1 dia,JUL1,90875.74,90789.81,-85.93,85.93
DI1 - DI de 1 dia,OUT1,87072.49,86945.0,-127.49,127.49
DI1 - DI de 1 dia,NOV1,85786.72,85650.0,-136.72,136.72
DI1 - DI de 1 dia,JAN2,83495.33,83350.0,-145.33,145.33
DI1 - DI de 1 dia,ABR2,80158.32,79980.0,-178.32,178.32
DI1 - DI de 1 dia,JUL2,76761.27,76585.0,-176.27,176.27
DI1 - DI de 1 dia,JAN3,70112.27,69980.0,-132.27,132.27
DI1 - DI de 1 dia,ABR3,67663.24,67000.0,-663.24,663.24
DOL - Dólar comercial,DEZ0,1960.897,1971.263,10.366,518.3
DOL - Dólar comercial,JAN1,1972.697,1982.963,10.266,513.3
DOL - Dólar comercial,FEV1,1986.397,1998.5,12.103,605.15
DOL - Dólar comercial,MAR1,1994.857,2011.0,16.143,807.15
DOL - Dólar comercial,MAI1,2009.127,2019.0,9.873,493.65
DOL - Dólar comercial,SET1,2076.5,2087.0,10.5,525.0
ICF - Café Arábica 4/5,DEZ0,79.4,79.4,0.0,0.0
ICF - Café Arábica 4/5,MAR1,84.4,84.75,0.35,35.0
ICF - Café Arábica 4/5,MAI1,87.25,87.5,0.25,25.0
ICF - Café Arábica 4/5,JUL1,88.6,88.7,0.1,10.0
ICF - Café Arábica 4/5,SET1,88.5,89.0,0.5,50.0
ICF - Café Arábica 4/5,DEZ1,92.5,92.5,0.0,0.0
ICN - Milho,JAN1,6.05,6.0,-0.05,22.5
ICN - Milho,MAR1,5.0,4.95,-0.05,22.5
ICN - Milho,MAI1,5.03,4.91,-0.12,54.0
ILC - Boi Gordo (US$/arroba),NOV0,21.32,21.37,0.05,16.5
ILC - Boi Gordo (US$/arroba),DEZ0,21.95,21.95,0.0,0.0
ILC - Boi Gordo (US$/arroba),FEV1,20.56,20.6,0.04,13.2
IND - Ibovespa,DEZ0,14409.0,14018.0,-391.0,1173.0
ISO - Soja,MAR1,9.72,9.72,0.0,0.0
ISO - Soja,MAI1,9.51,9.51,0.0,0.0
