Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),K13,2065.896,2056.325,-9.571,574.26
AUD - Dólar Australiano (em Reais),M13,2070.376,2060.9,-9.476,568.56
AUD - Dólar Australiano (em Reais),N13,2075.729,2066.13,-9.599,575.94
B20 - Global 2020,N13,163.3125,163.5937,0.2812,281.21
BGI - Boi gordo,J13,99.95,99.95,0.0,0.0
BGI - Boi gordo,K13,96.48,96.5,0.02,6.6
BGI - Boi gordo,M13,95.5,96.05,0.55,181.5
BGI - Boi gordo,N13,97.5,97.75,0.25,82.5
BGI - Boi gordo,Q13,97.49,98.16,0.67,221.1
BGI - Boi gordo,U13,99.54,99.63,0.09,29.7
BGI - Boi gordo,V13,100.45,100.03,-0.42,138.6
BGI - Boi gordo,X13,101.99,101.2,-0.79,260.7
BGI - Boi gordo,Z13,100.0,99.65,-0.35,115.5
BRI - Futuro do Índice Brasil 50,M13,8696.0,8563.0,-133.0,1330.0
CAD - Dólar Canadense (em Reais),K13,1967.368,1967.168,-0.2,12.0
CAD - Dólar Canadense (em Reais),M13,1975.179,1975.091,-0.088,5.28
CCM - Milho,K13,24.24,24.24,0.0,0.0
CCM - Milho,N13,24.26,24.12,-0.14,63.0
CCM - Milho,U13,23.57,23.29,-0.28,126.0
CCM - Milho,X13,23.85,23.81,-0.04,18.0
CCM - Milho,F14,24.29,24.25,-0.04,18.0
CHF - Franco Suíço (em Reais),K13,2123.503,2122.419,-1.084,54.2
CHF - Franco Suíço (em Reais),M13,2133.441,2133.374,-0.067,3.35
CLP - Peso Chileno (em Reais),K13,4247.617,4228.28,-19.337,483.42
CLP - Peso Chileno (em Reais),M13,4248.172,4234.462,-13.71,342.75
DAP - Cupom de DI x IPCA,K13,99928.41,99922.1,-6.31,3.97
DAP - Cupom de DI x IPCA,Q14,96612.2,96606.1,-6.1,128.76
DAP - Cupom de DI x IPCA,K15,94366.09,94360.14,-5.95,165.13
DAP - Cupom de DI x IPCA,K17,87405.49,87399.98,-5.51,177.73
DAP - Cupom de DI x IPCA,Q20,76694.25,76689.41,-4.84,385.86
DAP - Cupom de DI x IPCA,Q22,69698.82,69694.42,-4.4,102.82
