Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
A18 - A-Bond 2018,V06,109.4375,109.1563,-0.2812,303.92
AL2 - Álcool Anidro,U06,1020.0,1015.0,-5.0,150.0
AL2 - Álcool Anidro,V06,1035.0,1030.0,-5.0,150.0
AL2 - Álcool Anidro,X06,1050.0,1040.0,-10.0,300.0
AL2 - Álcool Anidro,Z06,1070.0,1046.0,-24.0,720.0
AL2 - Álcool Anidro,F07,1085.0,1065.0,-20.0,600.0
AL2 - Álcool Anidro,G07,1090.0,1070.0,-20.0,600.0
AL2 - Álcool Anidro,H07,1110.0,1100.0,-10.0,300.0
ALA - Álcool anidro,U06,1020.0,1015.0,-5.0,150.0
ALA - Álcool anidro,V06,1035.0,1030.0,-5.0,150.0
ALA - Álcool anidro,X06,1050.0,1040.0,-10.0,300.0
ALA - Álcool anidro,Z06,1070.0,1046.0,-24.0,720.0
ALA - Álcool anidro,F07,1085.0,1065.0,-20.0,600.0
ALA - Álcool anidro,G07,1090.0,1070.0,-20.0,600.0
ALA - Álcool anidro,H07,1110.0,1100.0,-10.0,300.0
B15 - Global 2015,V06,109.1875,109.0625,-0.125,135.1
B19 - Global 2019,V06,117.8438,117.5625,-0.2813,304.02
B34 - Global 2034,V06,113.9688,113.5938,-0.375,405.3
B40 - Global 2040,V06,129.125,128.7813,-0.3437,371.47
BG2 - Boi gordo,Q06,56.05,56.08,0.03,9.9
BG2 - Boi gordo,U06,57.94,58.1,0.16,52.8
BG2 - Boi gordo,V06,60.2,60.02,-0.18,59.4
BG2 - Boi gordo,X06,60.66,60.44,-0.22,72.6
BG2 - Boi gordo,Z06,59.73,59.45,-0.28,92.4
BG2 - Boi gordo,F07,58.0,57.55,-0.45,148.5
BG2 - Boi gordo,G07,58.34,57.9,-0.44,145.2
BG2 - Boi gordo,J07,57.3,56.9,-0.4,132.0
BG2 - Boi gordo,K07,57.51,57.1,-0.41,135.3
BG2 - Boi gordo,N07,60.1,59.9,-0.2,66.0
BG2 - Boi gordo,V07,65.0,64.9,-0.1,33.0
BGI - Boi gordo,Q06,56.05,56.08,0.03,9.9
BGI - Boi gordo,U06,57.94,58.1,0.16,52.8
BGI - Boi gordo,V06,60.2,60.02,-0.18,59.4
BGI - Boi gordo,X06,60.66,60.44,-0.22,72.6
BGI - Boi gordo,Z06,59.73,59.45,-0.28,92.4
BGI - Boi gordo,F07,58.0,57.55,-0.45,148.5
BGI - Boi gordo,G07,58.34,57.9,-0.44,145.2
BGI - Boi gordo,J07,57.3,56.9,-0.4,132.0
BGI - Boi gordo,K07,57.51,57.1,-0.41,135.3
BGI - Boi gordo,N07,60.1,59.9,-0.2,66.0
BGI - Boi gordo,V07,65.0,64.9,-0.1,33.0
BRI - Futuro do Índice Brasil 50,V06,5735.0,5515.0,-220.0,2200.0
BZ2 - Bezerro,G07,390.0,389.81,-0.19,6.27
