Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
A18 - A-Bond 2018,ABR6,110.5,110.4063,-0.0937,100.19
AL2 - Álcool Anidro,ABR6,1115.0,1100.0,-15.0,450.0
AL2 - Álcool Anidro,MAI6,990.0,970.0,-20.0,600.0
AL2 - Álcool Anidro,JUN6,940.0,930.0,-10.0,300.0
AL2 - Álcool Anidro,JUL6,931.95,930.0,-1.95,58.5
AL2 - Álcool Anidro,AGO6,940.0,930.0,-10.0,300.0
AL2 - Álcool Anidro,SET6,960.0,970.0,10.0,300.0
ALA - Álcool anidro,ABR6,1115.0,1100.0,-15.0,450.0
ALA - Álcool anidro,MAI6,990.0,970.0,-20.0,600.0
ALA - Álcool anidro,JUN6,940.0,930.0,-10.0,300.0
ALA - Álcool anidro,JUL6,931.95,930.0,-1.95,58.5
ALA - Álcool anidro,AGO6,940.0,930.0,-10.0,300.0
ALA - Álcool anidro,SET6,960.0,970.0,10.0,300.0
B19 - Global 2019,ABR6,119.3125,119.3125,0.0,0.0
B27 - Global 2027,ABR6,134.4375,134.0625,-0.375,400.98
B40 - Global 2040,ABR6,131.3125,130.9688,-0.3437,367.51
BG2 - Boi gordo,MAR6,49.05,49.1,0.05,16.5
BG2 - Boi gordo,ABR6,49.13,49.44,0.31,102.3
BG2 - Boi gordo,MAI6,49.92,50.35,0.43,141.9
BG2 - Boi gordo,JUN6,51.52,52.11,0.59,194.7
BG2 - Boi gordo,JUL6,53.5,54.05,0.55,181.5
BG2 - Boi gordo,AGO6,54.73,55.33,0.6,198.0
BG2 - Boi gordo,SET6,56.86,57.54,0.68,224.4
BG2 - Boi gordo,OUT6,58.9,59.23,0.33,108.9
BG2 - Boi gordo,NOV6,59.21,59.46,0.25,82.5
BG2 - Boi gordo,DEZ6,58.91,59.3,0.39,128.7
BG2 - Boi gordo,JAN7,58.67,58.92,0.25,82.5
BG2 - Boi gordo,FEV7,59.1,59.5,0.4,132.0
BGI - Boi gordo,MAR6,49.05,49.1,0.05,16.5
BGI - Boi gordo,ABR6,49.13,49.44,0.31,102.3
BGI - Boi gordo,MAI6,49.92,50.35,0.43,141.9
BGI - Boi gordo,JUN6,51.52,52.11,0.59,194.7
BGI - Boi gordo,JUL6,53.5,54.05,0.55,181.5
BGI - Boi gordo,AGO6,54.73,55.33,0.6,198.0
BGI - Boi gordo,SET6,56.86,57.54,0.68,224.4
BGI - Boi gordo,OUT6,58.9,59.23,0.33,108.9
BGI - Boi gordo,NOV6,59.21,59.46,0.25,82.5
BGI - Boi gordo,DEZ6,58.91,59.3,0.39,128.7
BGI - Boi gordo,JAN7,58.67,58.92,0.25,82.5
BGI - Boi gordo,FEV7,59.1,59.5,0.4,132.0
BRI - Futuro do Índice Brasil 50,ABR6,5550.0,5575.0,25.0,250.0
BZ2 - Bezerro,ABR6,340.0,340.0,0.0,0.0
BZ2 - Bezerro,MAI6,340.0,340.0,0.0,0.0
BZE - Bezerro,ABR6,340.0,340.0,0.0,0.0
BZE - Bezerro,MAI6,340.0,340.0,0.0,0.0
BZE - Bezerro,FEV7,390.0,390.0,0.0,0.0
CN2 - Milho,MAI6,13.12,13.03,-0.09,40.5
CN2 - Milho,JUL6,13.41,13.44,0.03,13.5
CN2 - Milho,SET6,14.56,14.44,-0.12,54.0
CN2 - Milho,NOV6,15.7,15.62,-0.08,36.0
CN2 - Milho,JAN7,16.63,16.5,-0.13,58.5
CO2 - Algodão,MAI6,61.0,60.9,-0.1,59.08
CO2 - Algodão,JUL6,57.0,56.9,-0.1,59.08
CO2 - Algodão,OUT6,58.0,57.9,-0.1,59.08
CO2 - Algodão,DEZ6,58.8,58.5,-0.3,177.26
CO2 - Algodão,MAR7,61.0,60.9,-0.1,59.08
CO2 - Algodão,MAI7,61.3,61.3,0.0,0.0
CO2 - Algodão,JUL7,55.7,55.7,0.0,0.0
CO2 - Algodão,OUT7,56.2,56.2,0.0,0.0
CO2 - Algodão,DEZ7,56.9,56.9,0.0,0.0
COT - Algodão,MAI6,61.0,60.9,-0.1,59.08
COT - Algodão,JUL6,57.0,56.9,-0.1,59.08
COT - Algodão,OUT6,58.0,57.9,-0.1,59.08
