Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,SET3,760.0,760.0,0.0,0.0
ALA - Álcool anidro,OUT3,760.0,754.0,-6.0,532.09
ALA - Álcool anidro,NOV3,780.0,765.0,-15.0,1330.24
ALA - Álcool anidro,DEZ3,790.0,775.0,-15.0,1330.24
ALA - Álcool anidro,JAN4,802.0,794.0,-8.0,709.46
ALA - Álcool anidro,FEV4,830.0,825.0,-5.0,443.41
ALA - Álcool anidro,MAR4,840.0,830.0,-10.0,886.83
ALA - Álcool anidro,ABR4,824.0,824.0,0.0,0.0
ALA - Álcool anidro,MAI4,820.0,806.0,-14.0,1241.56
BCB - C-Bond,OUT3,89.5625,89.8125,0.25,739.2
BGI - Boi gordo,SET3,61.08,61.11,0.03,9.9
BGI - Boi gordo,OUT3,63.7,63.75,0.05,16.5
BGI - Boi gordo,NOV3,64.86,64.9,0.04,13.2
BGI - Boi gordo,DEZ3,64.79,64.93,0.14,46.2
BGI - Boi gordo,JAN4,63.6,63.66,0.06,19.8
BGI - Boi gordo,FEV4,62.95,63.05,0.1,33.0
BGI - Boi gordo,MAR4,62.0,62.0,0.0,0.0
BGI - Boi gordo,ABR4,60.9,60.9,0.0,0.0
BGI - Boi gordo,MAI4,60.0,59.95,-0.05,16.5
BZE - Bezerro,SET3,382.1,384.0,1.9,62.7
BZE - Bezerro,OUT3,391.0,393.0,2.0,66.0
BZE - Bezerro,FEV4,437.0,437.0,0.0,0.0
BZE - Bezerro,MAR4,432.0,432.0,0.0,0.0
DDI - Cupom cambial,OUT3,99441.0,99257.33,-183.67,273.56
DDI - Cupom cambial,NOV3,99308.59,99136.58,-172.01,256.2
DDI - Cupom cambial,DEZ3,99148.71,98986.87,-161.84,241.05
DDI - Cupom cambial,JAN4,98885.36,98738.89,-146.47,218.15
DDI - Cupom cambial,ABR4,97925.27,97849.35,-75.92,113.07
DDI - Cupom cambial,JUL4,96771.37,96769.09,-2.28,3.39
DDI - Cupom cambial,OUT4,95412.63,95475.47,62.84,93.59
DDI - Cupom cambial,JAN5,93861.74,93950.62,88.88,132.38
DDI - Cupom cambial,ABR5,92195.83,92305.42,109.59,163.22
DDI - Cupom cambial,JUL5,90372.27,90463.1,90.83,135.28
DDI - Cupom cambial,OUT5,88256.13,88495.25,239.12,356.15
DDI - Cupom cambial,JAN6,86144.88,86472.53,327.65,488.01
DDI - Cupom cambial,ABR6,84013.08,84411.63,398.55,593.62
DDI - Cupom cambial,JUL6,81963.25,82354.16,390.91,582.24
DDI - Cupom cambial,OUT6,79666.95,80140.25,473.3,704.95
DDI - Cupom cambial,JAN7,77695.14,78109.86,414.72,617.7
DDI - Cupom cambial,ABR7,76003.61,76227.37,223.76,333.27
DDI - Cupom cambial,JUL7,74272.46,74358.29,85.83,127.83
DDI - Cupom cambial,OUT7,72668.82,72697.72,28.9,43.04
DDI - Cupom cambial,JAN8,71174.39,71366.75,192.36,286.51
DDI - Cupom cambial,ABR8,69838.47,70040.11,201.64,300.33
DDI - Cupom cambial,JUL8,68200.96,68477.26,276.3,411.53
DDI - Cupom cambial,OUT8,67013.13,67089.58,76.45,113.86
DDI - Cupom cambial,JAN9,65544.74,65789.14,244.4,364.02
DDM - Cupom de DI x IGP-M,JAN4,96490.64,96558.85,68.21,97.83
DDM - Cupom de DI x IGP-M,JAN5,87751.64,87874.67,123.03,176.47
DDM - Cupom de DI x IGP-M,ABR5,85653.0,85743.38,90.38,129.63
DDM - Cupom de DI x IGP-M,JAN6,79468.09,79605.43,137.34,196.99
DI1 - DI de 1 dia,OUT3,98500.63,98499.76,-0.87,0.87
DI1 - DI de 1 dia,NOV3,96890.13,96884.57,-5.56,5.56
DI1 - DI de 1 dia,DEZ3,95553.62,95546.27,-7.35,7.35
DI1 - DI de 1 dia,JAN4,94115.12,94092.48,-22.64,22.64
DI1 - DI de 1 dia,ABR4,90280.02,90231.82,-48.2,48.2
DI1 - DI de 1 dia,JUL4,86609.39,86583.43,-25.96,25.96
DI1 - DI de 1 dia,OUT4,82858.0,82857.93,-0.07,0.07
DI1 - DI de 1 dia,JAN5,79323.37,79325.05,1.68,1.68
DI1 - DI de 1 dia,ABR5,75943.6,75957.12,13.52,13.52
DI1 - DI de 1 dia,JUL5,72482.19,72531.98,49.79,49.79
DI1 - DI de 1 dia,OUT5,69023.54,69066.71,43.17,43.17
DI1 - DI de 1 dia,JAN6,66058.84,66105.62,46.78,46.78
DI1 - DI de 1 dia,ABR6,63024.03,63156.0,131.97,131.97
DI1 - DI de 1 dia,JUL6,60198.65,60436.92,238.27,238.27
DI1 - DI de 1 dia,OUT6,57543.4,57673.04,129.64,129.64
DI1 - DI de 1 dia,JAN7,55112.18,55169.73,57.55,57.55
DI1 - DI de 1 dia,ABR7,52575.43,52650.47,75.04,75.04
DI1 - DI de 1 dia,JUL8,40280.73,40280.73,0.0,0.0
DI1 - DI de 1 dia,ABR0,26225.35,26225.35,0.0,0.0
DOL - Dólar comercial,OUT3,3007.345,3001.815,-5.53,276.5
DOL - Dólar comercial,NOV3,3053.256,3048.142,-5.114,255.7
DOL - Dólar comercial,DEZ3,3090.978,3086.17,-4.808,240.4
DOL - Dólar comercial,JAN4,3129.865,3125.959,-3.906,195.3
DOL - Dólar comercial,FEV4,3163.824,3160.969,-2.855,142.75
DOL - Dólar comercial,MAR4,3193.216,3191.278,-1.938,96.9
DOL - Dólar comercial,ABR4,3231.222,3230.406,-0.816,40.8
DOL - Dólar comercial,MAI4,3262.206,3262.001,-0.205,10.25
DOL - Dólar comercial,JUL4,3328.418,3329.337,0.919,45.95
DOL - Dólar comercial,AGO4,3362.432,3363.985,1.553,77.65
DOL - Dólar comercial,OUT4,3430.263,3432.524,2.261,113.05
DOM - Dólar comercial fracionário,OUT3,3007.345,3001.815,-5.53,27.65
DOM - Dólar comercial fracionário,NOV3,3053.256,3048.142,-5.114,25.57
EUR - Euro (em Reais),OUT3,3254.7889,3258.3515,3.5626,178.13
FRC - FRA de cupom,NOV3,1.45,1.33,-0.12,0.06
FRC - FRA de cupom,DEZ3,1.74,1.61,-0.13,0.06
FRC - FRA de cupom,JAN4,2.18,2.03,-0.15,0.07
FRC - FRA de cupom,ABR4,3.04,2.83,-0.21,0.1
FRC - FRA de cupom,JUL4,3.62,3.38,-0.24,0.12
FRC - FRA de cupom,OUT4,4.15,3.9,-0.25,0.12
FRC - FRA de cupom,JAN5,4.65,4.42,-0.23,0.11
FRC - FRA de cupom,ABR5,5.16,4.95,-0.21,0.1
FRC - FRA de cupom,JUL5,5.65,5.48,-0.17,0.08
FRC - FRA de cupom,OUT5,6.22,5.97,-0.25,0.12
FRC - FRA de cupom,JAN6,6.74,6.46,-0.28,0.14
FRC - FRA de cupom,ABR6,7.23,6.92,-0.31,0.15
FRC - FRA de cupom,JUL6,7.63,7.34,-0.29,0.14
FRC - FRA de cupom,OUT6,8.15,7.83,-0.32,0.16
FRC - FRA de cupom,JAN7,8.47,8.2,-0.27,0.13
FRC - FRA de cupom,ABR7,8.68,8.5,-0.18,0.09
FRC - FRA de cupom,JUL7,8.9,8.8,-0.1,0.05
FRC - FRA de cupom,OUT7,9.08,9.0,-0.08,0.04
FRC - FRA de cupom,JAN8,9.2,9.05,-0.15,0.07
FRC - FRA de cupom,ABR8,9.28,9.13,-0.15,0.07
FRC - FRA de cupom,JUL8,9.5,9.33,-0.17,0.08
FRC - FRA de cupom,OUT8,9.54,9.45,-0.09,0.04
FRC - FRA de cupom,JAN9,9.7,9.54,-0.16,0.08
ICF - Café Arábica 4/5,SET3,63.2,62.9,-0.3,88.68
ICF - Café Arábica 4/5,DEZ3,66.9,66.65,-0.25,73.9
ICF - Café Arábica 4/5,MAR4,69.65,69.2,-0.45,133.02
ICF - Café Arábica 4/5,MAI4,69.1,69.0,-0.1,29.56
ICF - Café Arábica 4/5,JUL4,69.2,68.9,-0.3,88.68
ICF - Café Arábica 4/5,SET4,69.5,69.3,-0.2,59.12
ICF - Café Arábica 4/5,DEZ4,71.1,71.4,0.3,88.68
IND - Ibovespa,OUT3,15808.0,15901.0,93.0,279.0
