Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,MAR3,900.0,915.0,15.0,450.0
ALA - Álcool anidro,MAI3,915.0,926.0,11.0,330.0
ALA - Álcool anidro,AGO3,739.0,750.0,11.0,330.0
ALA - Álcool anidro,SET3,745.0,750.0,5.0,150.0
BCB - C-Bond,ABR3,63.875,65.5938,1.7188,6084.55
BGI - Boi gordo,JAN3,56.85,56.8,-0.05,16.5
BGI - Boi gordo,FEV3,55.6,55.55,-0.05,16.5
BGI - Boi gordo,MAR3,55.25,55.15,-0.1,33.0
BGI - Boi gordo,ABR3,54.84,54.65,-0.19,62.7
BGI - Boi gordo,MAI3,53.95,53.7,-0.25,82.5
BGI - Boi gordo,JUN3,55.6,55.6,0.0,0.0
BGI - Boi gordo,JUL3,59.4,59.4,0.0,0.0
BGI - Boi gordo,OUT3,64.0,64.1,0.1,33.0
BZE - Bezerro,FEV3,399.0,399.0,0.0,0.0
BZE - Bezerro,MAR3,406.0,407.0,1.0,33.0
BZE - Bezerro,ABR3,409.0,410.0,1.0,33.0
BZE - Bezerro,MAI3,419.0,419.0,0.0,0.0
BZE - Bezerro,JUN3,413.0,410.0,-3.0,99.0
CNL - Café conillon,MAI3,43.0,44.0,1.0,881.1
CNL - Café conillon,JUL3,40.0,43.2,3.2,2819.52
CNL - Café conillon,SET3,43.75,45.3,1.55,1365.7
COT - Algodão,MAR3,47.6,47.6,0.0,0.0
COT - Algodão,MAI3,47.6,47.6,0.0,0.0
COT - Algodão,JUL3,48.0,48.0,0.0,0.0
DDI - Cupom cambial,JAN3,100000.17,100000.0,-0.17,0.3
DDI - Cupom cambial,FEV3,97506.82,97668.97,162.15,286.46
DDI - Cupom cambial,MAR3,95986.99,96224.88,237.89,420.26
DDI - Cupom cambial,ABR3,94660.0,95006.51,346.51,612.16
DDI - Cupom cambial,MAI3,93355.92,93618.35,262.43,463.62
DDI - Cupom cambial,JUL3,90303.93,91112.02,808.09,1427.61
DDI - Cupom cambial,OUT3,86751.59,87620.23,868.64,1534.58
DDI - Cupom cambial,JAN4,82994.08,83726.67,732.59,1294.23
DDI - Cupom cambial,ABR4,79027.89,80154.16,1126.27,1989.72
DDI - Cupom cambial,JUL4,75343.48,76779.95,1436.47,2537.73
DDI - Cupom cambial,OUT4,71821.32,73341.59,1520.27,2685.78
DDI - Cupom cambial,JAN5,69715.37,70620.47,905.1,1598.99
DDI - Cupom cambial,ABR5,66967.13,68190.08,1222.95,2160.52
DDI - Cupom cambial,JUL5,64253.03,65843.02,1589.99,2808.95
DDI - Cupom cambial,OUT5,61830.55,63398.81,1568.26,2770.56
DDI - Cupom cambial,JAN6,59725.44,61388.02,1662.58,2937.19
DDI - Cupom cambial,ABR6,57644.3,59434.48,1790.18,3162.62
