Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
B34 - Global 2034,J09,119.4063,116.9375,-2.4688,2799.98
B40 - Global 2040,J09,127.2813,126.375,-0.9063,1027.88
BG2 - Boi gordo,F09,80.11,80.21,0.1,33.0
BG2 - Boi gordo,G09,79.44,79.54,0.1,33.0
BG2 - Boi gordo,H09,78.26,78.35,0.09,29.7
BG2 - Boi gordo,J09,77.16,77.26,0.1,33.0
BG2 - Boi gordo,K09,76.64,76.73,0.09,29.7
BG2 - Boi gordo,M09,76.81,76.94,0.13,42.9
BG2 - Boi gordo,N09,77.46,77.71,0.25,82.5
BG2 - Boi gordo,Q09,78.49,78.96,0.47,155.1
BG2 - Boi gordo,U09,79.68,80.39,0.71,234.3
BG2 - Boi gordo,V09,80.6,81.5,0.9,297.0
BG2 - Boi gordo,X09,80.63,81.54,0.91,300.3
BGI - Boi gordo,F09,80.11,80.21,0.1,33.0
BGI - Boi gordo,G09,79.44,79.54,0.1,33.0
BGI - Boi gordo,H09,78.26,78.35,0.09,29.7
BGI - Boi gordo,J09,77.16,77.26,0.1,33.0
BGI - Boi gordo,K09,76.64,76.73,0.09,29.7
BGI - Boi gordo,M09,76.81,76.94,0.13,42.9
BGI - Boi gordo,N09,77.46,77.71,0.25,82.5
BGI - Boi gordo,Q09,78.49,78.96,0.47,155.1
BGI - Boi gordo,U09,79.68,80.39,0.71,234.3
BGI - Boi gordo,V09,80.6,81.5,0.9,297.0
BGI - Boi gordo,X09,80.63,81.54,0.91,300.3
CCM - Milho,H09,25.45,25.1,-0.35,157.5
CCM - Milho,K09,25.66,25.27,-0.39,175.5
CCM - Milho,N09,25.67,25.29,-0.38,171.0
CCM - Milho,U09,25.7,25.4,-0.3,135.0
CCM - Milho,X09,26.25,25.85,-0.4,180.0
CM2 - Milho,H09,25.45,25.1,-0.35,157.5
CM2 - Milho,K09,25.66,25.27,-0.39,175.5
CM2 - Milho,N09,25.67,25.29,-0.38,171.0
CM2 - Milho,U09,25.7,25.4,-0.3,135.0
CM2 - Milho,X09,26.25,25.85,-0.4,180.0
CN2 - Milho,F09,23.15,23.2,0.05,22.5
CN2 - Milho,H09,25.22,24.83,-0.39,175.5
CN2 - Milho,K09,25.55,25.13,-0.42,189.0
DAP - Cupom de DI x IPCA,K09,97573.83,97367.44,-206.39,88.68
DAP - Cupom de DI x IPCA,Q10,88947.75,88759.61,-188.14,122.44
DAP - Cupom de DI x IPCA,Q12,77009.04,76846.15,-162.89,157.77
DAP - Cupom de DI x IPCA,K15,62748.59,62615.86,-132.73,474.5
DDI - Cupom cambial,G09,100516.66,102771.99,2255.33,2112.77
DDI - Cupom cambial,H09,100313.16,102563.93,2250.77,2123.26
DDI - Cupom cambial,J09,100000.4,102244.15,2243.75,2137.07
DDI - Cupom cambial,K09,99609.32,101844.29,2234.97,2205.39
DDI - Cupom cambial,N09,98885.66,101104.4,2218.74,2214.79
DDI - Cupom cambial,V09,97481.37,99668.6,2187.23,2294.24
DDI - Cupom cambial,F10,96223.06,98382.05,2158.99,2323.8
DDI - Cupom cambial,J10,94934.67,97064.76,2130.09,2343.09
DDI - Cupom cambial,N10,93789.39,95893.78,2104.39,2427.08
DDI - Cupom cambial,V10,92564.96,94641.88,2076.92,2580.28
DDI - Cupom cambial,F11,91279.64,93327.72,2048.08,2803.22
DDI - Cupom cambial,J11,89925.9,91943.6,2017.7,2895.69
DDI - Cupom cambial,N11,88817.38,90810.21,1992.83,3102.54
DDI - Cupom cambial,V11,87518.4,89482.08,1963.68,3214.09
DDI - Cupom cambial,F12,86409.02,88347.81,1938.79,3321.12
DDI - Cupom cambial,J12,85136.27,87046.51,1910.24,3305.0
DDI - Cupom cambial,N12,83759.0,85638.33,1879.33,3399.32
DDI - Cupom cambial,V12,82351.89,84199.65,1847.76,3204.04
DDI - Cupom cambial,F13,81009.24,82826.88,1817.64,3077.37
DDI - Cupom cambial,J13,79718.74,81507.42,1788.68,2901.33
DDI - Cupom cambial,N13,78428.44,80188.17,1759.73,2956.54
DDI - Cupom cambial,V13,76487.12,78203.29,1716.17,2379.48
DDI - Cupom cambial,F14,74637.26,76311.93,1674.67,2544.65
DDI - Cupom cambial,J14,73284.21,74928.52,1644.31,2415.56
DDI - Cupom cambial,N14,71974.61,73589.53,1614.92,2506.29
DDI - Cupom cambial,V14,70132.86,71706.46,1573.6,2248.55
DDI - Cupom cambial,F15,68235.21,69766.23,1531.02,2705.06
DDI - Cupom cambial,J15,66479.03,67970.65,1491.62,2321.58
DDI - Cupom cambial,F16,61879.5,63267.91,1388.41,1917.14
DDI - Cupom cambial,F17,55021.1,56255.63,1234.53,2365.87
DDI - Cupom cambial,F18,48619.74,49710.64,1090.9,2059.46
DDI - Cupom cambial,F19,44721.81,45725.25,1003.44,1921.32
DDI - Cupom cambial,F20,39928.25,40824.14,895.89,1695.33
DDI - Cupom cambial,F21,35878.02,36683.03,805.01,1521.46
DDI - Cupom cambial,F22,32234.15,32957.4,723.25,1342.94
DI1 - DI de 1 dia,G09,99207.51,99157.33,-50.18,1.03
DI1 - DI de 1 dia,H09,98346.08,98296.33,-49.75,6.01
DI1 - DI de 1 dia,J09,97338.21,97288.97,-49.24,21.41
DI1 - DI de 1 dia,K09,96440.6,96391.82,-48.78,34.21
DI1 - DI de 1 dia,N09,94709.59,94661.68,-47.91,59.64
DI1 - DI de 1 dia,V09,92122.45,92075.85,-46.6,98.8
DI1 - DI de 1 dia,F10,89666.1,89620.74,-45.36,144.01
DI1 - DI de 1 dia,J10,87305.12,87260.96,-44.16,184.93
DI1 - DI de 1 dia,N10,84963.08,84920.1,-42.98,218.89
DI1 - DI de 1 dia,V10,82488.03,82446.3,-41.73,224.86
DI1 - DI de 1 dia,F11,80089.77,80049.26,-40.51,257.12
DI1 - DI de 1 dia,J11,77780.3,77740.96,-39.34,272.55
DI1 - DI de 1 dia,N11,75604.96,75566.72,-38.24,278.11
DI1 - DI de 1 dia,V11,73375.56,73338.44,-37.12,289.61
DI1 - DI de 1 dia,F12,71270.18,71234.13,-36.05,290.88
DI1 - DI de 1 dia,J12,69076.45,69041.51,-34.94,273.45
DI1 - DI de 1 dia,N12,66971.63,66937.75,-33.88,254.71
DI1 - DI de 1 dia,V12,64857.56,64824.75,-32.81,243.53
DI1 - DI de 1 dia,F13,63012.56,62980.69,-31.87,329.79
DI1 - DI de 1 dia,J13,61172.41,61141.47,-30.94,246.19
DI1 - DI de 1 dia,N13,59372.69,59342.66,-30.03,236.88
DI1 - DI de 1 dia,V13,57553.71,57524.6,-29.11,238.42
DI1 - DI de 1 dia,F14,55802.86,55774.63,-28.23,199.53
DI1 - DI de 1 dia,F15,49571.59,49546.51,-25.08,250.02
DI1 - DI de 1 dia,F16,44097.01,44074.7,-22.31,283.9
DI1 - DI de 1 dia,F17,39210.12,39190.29,-19.83,307.86
DI1 - DI de 1 dia,F18,34894.92,34877.27,-17.65,296.99
DI1 - DI de 1 dia,F22,21801.42,21790.39,-11.03,248.27
DOL - Dólar comercial,G09,2255.64,2298.237,42.597,2129.85
DOL - Dólar comercial,H09,2270.609,2313.67,43.061,2153.05
DOL - Dólar comercial,J09,2286.909,2330.337,43.428,2171.4
DOL - Dólar comercial,K09,2297.885,2342.829,44.944,2247.2
DOL - Dólar comercial,M09,2310.093,2355.226,45.133,2256.65
DOL - Dólar comercial,N09,2322.987,2368.317,45.33,2266.5
DOL - Dólar comercial,Q09,2333.541,2379.571,46.03,2301.5
DOL - Dólar comercial,U09,2343.221,2389.892,46.671,2333.55
DOL - Dólar comercial,V09,2352.937,2400.251,47.314,2365.7
DOL - Dólar comercial,X09,2363.959,2411.512,47.553,2377.65
DOL - Dólar comercial,Z09,2374.512,2422.281,47.769,2388.45
DOL - Dólar comercial,F10,2386.157,2434.174,48.017,2400.85
DOL - Dólar comercial,G10,2396.547,2444.735,48.188,2409.4
DOL - Dólar comercial,H10,2405.917,2454.26,48.343,2417.15
DOL - Dólar comercial,J10,2417.947,2466.526,48.579,2428.95
DOL - Dólar comercial,N10,2453.117,2503.94,50.823,2541.15
DOL - Dólar comercial,V10,2489.594,2545.401,55.807,2790.35
DOL - Dólar comercial,Z10,2510.924,2570.563,59.639,2981.95
DOL - Dólar comercial,F11,2523.287,2585.206,61.919,3095.95
DOL - Dólar comercial,J11,2556.969,2622.501,65.532,3276.6
DOL - Dólar comercial,N11,2592.125,2664.699,72.574,3628.7
DOL - Dólar comercial,V11,2628.233,2705.506,77.273,3863.65
DOL - Dólar comercial,F12,2667.804,2750.115,82.311,4115.55
DOL - Dólar comercial,J12,2710.662,2795.665,85.003,4250.15
DOL - Dólar comercial,V12,2791.775,2880.139,88.364,4418.2
DOL - Dólar comercial,F13,2833.248,2916.137,82.889,4144.45
DOL - Dólar comercial,J13,2872.667,2956.006,83.339,4166.95
DOL - Dólar comercial,V13,2943.974,3014.501,70.527,3526.35
DOL - Dólar comercial,J14,2987.768,3065.129,77.361,3868.05
EN2 - Etanol,G09,415.0,410.0,-5.0,339.0
ETN - Etanol Anidro,G09,415.0,410.0,-5.0,339.0
EUR - Euro (em Reais),G09,3078.657,3145.4503,66.7933,3339.66
EUR - Euro (em Reais),H09,3096.0418,3163.3689,67.3271,3366.35
EUR - Euro (em Reais),J09,3115.8717,3183.7286,67.8569,3392.84
EUR - Euro (em Reais),K09,3127.8113,3197.7142,69.9029,3495.14
EUR - Euro (em Reais),U09,3181.4872,3253.8802,72.393,3619.65
FRC - FRA de cupom,H09,2.78,2.61,-0.17,0.08
FRC - FRA de cupom,J09,3.4,3.2,-0.2,0.1
FRC - FRA de cupom,K09,4.01,3.6,-0.41,0.2
FRC - FRA de cupom,N09,4.29,3.99,-0.3,0.15
FRC - FRA de cupom,V09,5.0,4.65,-0.35,0.17
FRC - FRA de cupom,F10,5.1,4.78,-0.32,0.16
FRC - FRA de cupom,J10,5.3,5.0,-0.3,0.15
FRC - FRA de cupom,N10,5.35,5.02,-0.33,0.16
FRC - FRA de cupom,V10,5.5,5.1,-0.4,0.2
FRC - FRA de cupom,F11,5.7,5.2,-0.5,0.25
FRC - FRA de cupom,J11,5.9,5.38,-0.52,0.26
FRC - FRA de cupom,N11,5.98,5.39,-0.59,0.29
FRC - FRA de cupom,V11,6.1,5.5,-0.6,0.3
FRC - FRA de cupom,F12,6.15,5.52,-0.63,0.31
FRC - FRA de cupom,J12,6.23,5.63,-0.6,0.3
FRC - FRA de cupom,N12,6.4,5.78,-0.62,0.31
FRC - FRA de cupom,V12,6.48,5.94,-0.54,0.27
FRC - FRA de cupom,F13,6.55,6.06,-0.49,0.24
FRC - FRA de cupom,J13,6.6,6.18,-0.42,0.21
FRC - FRA de cupom,N13,6.73,6.3,-0.43,0.21
FRC - FRA de cupom,V13,6.9,6.65,-0.25,0.12
FRC - FRA de cupom,F14,7.28,6.95,-0.33,0.16
FRC - FRA de cupom,J14,7.39,7.1,-0.29,0.14
FRC - FRA de cupom,N14,7.55,7.23,-0.32,0.16
FRC - FRA de cupom,V14,7.8,7.55,-0.25,0.12
FRC - FRA de cupom,F15,8.3,7.88,-0.42,0.21
FRC - FRA de cupom,J15,8.5,8.2,-0.3,0.15
FRC - FRA de cupom,F16,9.1,8.9,-0.2,0.1
FRC - FRA de cupom,F17,10.76,10.3,-0.46,0.23
FRC - FRA de cupom,F18,12.25,11.8,-0.45,0.22
FRC - FRA de cupom,F19,12.85,12.4,-0.45,0.22
FRC - FRA de cupom,F20,14.15,13.7,-0.45,0.22
FRC - FRA de cupom,F21,15.35,14.9,-0.45,0.22
FRC - FRA de cupom,F22,16.61,16.16,-0.45,0.22
IAP - IPCA,F09,2895.743,2895.743,0.0,0.0
IC2 - Café arábica,H09,126.8,126.0,-0.8,180.8
IC2 - Café arábica,K09,130.5,129.7,-0.8,180.8
IC2 - Café arábica,N09,133.3,132.45,-0.85,192.1
IC2 - Café arábica,U09,136.0,135.15,-0.85,192.1
IC2 - Café arábica,Z09,139.0,138.1,-0.9,203.4
ICF - Café Arábica 4/5,H09,126.8,126.0,-0.8,180.8
ICF - Café Arábica 4/5,K09,130.5,129.7,-0.8,180.8
ICF - Café Arábica 4/5,N09,133.3,132.45,-0.85,192.1
ICF - Café Arábica 4/5,U09,136.0,135.15,-0.85,192.1
ICF - Café Arábica 4/5,Z09,139.0,138.1,-0.9,203.4
IGM - IGP-M,J09,411.863,411.863,0.0,0.0
IND - Ibovespa,G09,41448.0,42461.0,1013.0,1013.0
IND - Ibovespa,J09,42103.0,43123.0,1020.0,1020.0
IND - Ibovespa,M09,42819.0,43846.0,1027.0,1027.0
IND - Ibovespa,Q09,43482.0,44514.0,1032.0,1032.0
IND - Ibovespa,V09,44201.0,45238.0,1037.0,1037.0
IND - Ibovespa,Z09,44957.0,45995.0,1038.0,1038.0
IND - Ibovespa,V10,48794.0,49866.0,1072.0,1072.0
