Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,ABR5,930.0,930.0,0.0,0.0
ALA - Álcool anidro,MAI5,843.0,830.0,-13.0,390.0
ALA - Álcool anidro,JUN5,800.0,792.0,-8.0,240.0
ALA - Álcool anidro,JUL5,800.0,785.0,-15.0,450.0
ALA - Álcool anidro,AGO5,800.0,790.0,-10.0,300.0
B40 - Global 2040,JUL5,108.9687,108.3125,-0.6562,871.1
BCB - C-Bond,JUL5,97.5625,97.0625,-0.5,1327.5
BGI - Boi gordo,ABR5,56.65,56.65,0.0,0.0
BGI - Boi gordo,MAI5,57.41,57.55,0.14,46.2
BGI - Boi gordo,JUN5,59.37,59.5,0.13,42.9
BGI - Boi gordo,JUL5,61.55,61.7,0.15,49.5
BGI - Boi gordo,AGO5,62.93,63.11,0.18,59.4
BGI - Boi gordo,SET5,64.3,64.42,0.12,39.6
BGI - Boi gordo,OUT5,65.65,65.8,0.15,49.5
BGI - Boi gordo,NOV5,66.45,66.65,0.2,66.0
BGI - Boi gordo,DEZ5,66.65,66.75,0.1,33.0
BGI - Boi gordo,JAN6,66.45,66.65,0.2,66.0
BGI - Boi gordo,FEV6,66.45,66.45,0.0,0.0
BGI - Boi gordo,MAR6,66.5,66.5,0.0,0.0
BRI - Futuro do Índice Brasil 50,ABR5,3637.0,3678.0,41.0,410.0
BRI - Futuro do Índice Brasil 50,JUN5,3743.0,3786.0,43.0,430.0
BZE - Bezerro,ABR5,369.0,370.0,1.0,33.0
BZE - Bezerro,MAI5,369.0,373.0,4.0,132.0
BZE - Bezerro,JUN5,375.0,375.0,0.0,0.0
DDI - Cupom cambial,ABR5,100000.01,100000.0,-0.01,0.01
DDI - Cupom cambial,MAI5,99887.88,99424.66,-463.22,617.51
DDI - Cupom cambial,JUN5,99620.91,99156.56,-464.35,619.02
DDI - Cupom cambial,JUL5,99340.76,98875.29,-465.47,620.51
DDI - Cupom cambial,AGO5,98215.96,98573.59,357.63,476.75
DDI - Cupom cambial,OUT5,98316.63,97852.81,-463.82,618.31
DDI - Cupom cambial,JAN6,97250.44,96794.18,-456.26,608.24
DDI - Cupom cambial,ABR6,96005.21,95585.77,-419.44,559.15
