Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,SET3,770.0,763.0,-7.0,210.0
ALA - Álcool anidro,OUT3,778.0,760.0,-18.0,540.0
ALA - Álcool anidro,NOV3,796.0,770.0,-26.0,780.0
ALA - Álcool anidro,DEZ3,800.0,787.0,-13.0,390.0
ALA - Álcool anidro,JAN4,815.0,805.0,-10.0,300.0
ALA - Álcool anidro,FEV4,830.0,820.0,-10.0,300.0
ALA - Álcool anidro,MAR4,835.0,825.0,-10.0,300.0
ALA - Álcool anidro,ABR4,845.0,845.0,0.0,0.0
BCB - C-Bond,OUT3,85.7813,85.1563,-0.625,1894.31
BGI - Boi gordo,AGO3,57.42,57.61,0.19,62.7
BGI - Boi gordo,SET3,59.6,59.78,0.18,59.4
BGI - Boi gordo,OUT3,62.3,62.6,0.3,99.0
BGI - Boi gordo,NOV3,62.61,63.0,0.39,128.7
BGI - Boi gordo,DEZ3,62.5,62.82,0.32,105.6
BGI - Boi gordo,JAN4,61.78,62.0,0.22,72.6
BGI - Boi gordo,MAI4,58.71,59.01,0.3,99.0
BZE - Bezerro,AGO3,373.5,374.0,0.5,16.5
BZE - Bezerro,SET3,376.0,376.0,0.0,0.0
BZE - Bezerro,OUT3,380.0,380.0,0.0,0.0
DDI - Cupom cambial,SET3,100212.52,99684.33,-528.19,798.54
DDI - Cupom cambial,OUT3,100049.27,99523.17,-526.1,795.38
DDI - Cupom cambial,NOV3,99807.69,99285.37,-522.32,789.66
DDI - Cupom cambial,DEZ3,99524.71,98992.75,-531.96,804.24
DDI - Cupom cambial,JAN4,99135.4,98599.88,-535.52,809.62
DDI - Cupom cambial,ABR4,97821.75,97242.63,-579.12,875.54
DDI - Cupom cambial,JUL4,96353.35,95747.61,-605.74,915.78
DDI - Cupom cambial,OUT4,94688.24,94047.94,-640.3,968.03
DDI - Cupom cambial,JAN5,92944.28,92252.2,-692.08,1046.32
DDI - Cupom cambial,ABR5,91196.83,90391.46,-805.37,1217.59
DDI - Cupom cambial,JUL5,89216.16,88245.33,-970.83,1467.74
DDI - Cupom cambial,OUT5,87124.56,86054.98,-1069.58,1617.04
DDI - Cupom cambial,JAN6,85163.48,84127.99,-1035.49,1565.5
DDI - Cupom cambial,ABR6,83009.76,81977.59,-1032.17,1560.48
DDI - Cupom cambial,JUL6,80992.46,79907.84,-1084.62,1639.78
DDI - Cupom cambial,OUT6,78806.71,77711.05,-1095.66,1656.47
DDI - Cupom cambial,JAN7,76767.61,75708.92,-1058.69,1600.58
DDI - Cupom cambial,ABR7,74898.29,73787.67,-1110.62,1679.09
DDI - Cupom cambial,JUL7,73151.04,72053.38,-1097.66,1659.49
DDI - Cupom cambial,OUT7,71420.94,70325.41,-1095.53,1656.27
DDI - Cupom cambial,JAN8,70036.47,69020.73,-1015.74,1535.64
DDI - Cupom cambial,ABR8,68767.13,67560.56,-1206.57,1824.15
DDI - Cupom cambial,JUL8,67019.16,66011.73,-1007.43,1523.08
DDI - Cupom cambial,OUT8,65217.82,64223.28,-994.54,1503.59
DDI - Cupom cambial,JAN9,64108.32,63432.48,-675.84,1021.76
DDM - Cupom de DI x IGP-M,JAN4,95012.2,95058.05,45.85,65.55
DDM - Cupom de DI x IGP-M,JAN5,85903.61,85844.58,-59.03,84.4
DDM - Cupom de DI x IGP-M,ABR5,83710.69,83679.43,-31.26,44.69
DDM - Cupom de DI x IGP-M,JAN6,77260.37,77298.31,37.94,54.24
DI1 - DI de 1 dia,SET3,98917.63,98921.18,3.55,3.55
DI1 - DI de 1 dia,OUT3,97186.38,97194.4,8.02,8.02
DI1 - DI de 1 dia,NOV3,95467.46,95490.42,22.96,22.96
DI1 - DI de 1 dia,DEZ3,94039.9,94064.1,24.2,24.2
DI1 - DI de 1 dia,JAN4,92491.54,92515.28,23.74,23.74
DI1 - DI de 1 dia,ABR4,88320.61,88356.94,36.33,36.33
DI1 - DI de 1 dia,JUL4,84372.78,84413.71,40.93,40.93
DI1 - DI de 1 dia,OUT4,80295.72,80317.97,22.25,22.25
DI1 - DI de 1 dia,JAN5,76437.03,76473.61,36.58,36.58
DI1 - DI de 1 dia,ABR5,72829.75,72822.93,-6.82,6.82
DI1 - DI de 1 dia,JUL5,69174.36,69222.11,47.75,47.75
DI1 - DI de 1 dia,OUT5,65465.3,65494.79,29.49,29.49
DI1 - DI de 1 dia,JAN6,62020.01,62198.41,178.4,178.4
DI1 - DI de 1 dia,ABR6,58618.15,58804.93,186.78,186.78
DI1 - DI de 1 dia,JUL6,55517.26,55684.51,167.25,167.25
