Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ACF - Futuro de Açúcar Cristal,J13,44.42,44.68,0.26,132.08
AUD - Dólar Australiano (em Reais),G13,2073.896,2073.896,0.0,0.0
AUD - Dólar Australiano (em Reais),H13,2076.15,2074.089,-2.061,123.66
AUD - Dólar Australiano (em Reais),J13,2079.85,2077.72,-2.13,127.8
B20 - Global 2020,H13,167.5937,168.2187,0.625,620.09
B40 - Global 2040,H13,123.75,123.625,-0.125,124.01
BGI - Boi gordo,G13,96.85,97.12,0.27,89.1
BGI - Boi gordo,H13,95.54,95.81,0.27,89.1
BGI - Boi gordo,J13,94.69,94.95,0.26,85.8
BGI - Boi gordo,K13,94.0,94.21,0.21,69.3
BGI - Boi gordo,M13,94.44,94.67,0.23,75.9
BGI - Boi gordo,N13,96.35,96.4,0.05,16.5
BGI - Boi gordo,Q13,99.55,98.5,-1.05,346.5
BGI - Boi gordo,V13,100.79,100.9,0.11,36.3
BGI - Boi gordo,X13,100.8,101.01,0.21,69.3
BGI - Boi gordo,Z13,100.1,100.31,0.21,69.3
BRI - Futuro do Índice Brasil 50,J13,9144.0,9197.0,53.0,530.0
CAD - Dólar Canadense (em Reais),G13,1990.589,1990.589,0.0,0.0
CAD - Dólar Canadense (em Reais),H13,1998.131,1997.861,-0.27,16.2
CCM - Milho,H13,30.67,31.11,0.44,198.0
CCM - Milho,K13,28.8,29.0,0.2,90.0
CCM - Milho,U13,28.4,28.48,0.08,36.0
CCM - Milho,X13,28.8,29.1,0.3,135.0
CHF - Franco Suíço (em Reais),G13,2183.745,2183.745,0.0,0.0
CHF - Franco Suíço (em Reais),H13,2194.257,2206.214,11.957,597.85
CHF - Franco Suíço (em Reais),J13,2204.349,2216.29,11.941,597.05
CHF - Franco Suíço (em Reais),M13,2226.5,2238.323,11.823,591.15
CLP - Peso Chileno (em Reais),H13,4210.044,4216.579,6.535,163.37
DAP - Cupom de DI x IPCA,K13,99803.81,99814.61,10.8,14.4
DAP - Cupom de DI x IPCA,Q14,97264.57,97275.1,10.53,154.37
DAP - Cupom de DI x IPCA,K15,94920.89,94931.16,10.27,311.19
DAP - Cupom de DI x IPCA,K17,88436.3,88445.87,9.57,430.04
