Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ALA - Álcool anidro,OUT2,602.0,612.0,10.0,300.0
ALA - Álcool anidro,DEZ2,650.0,657.0,7.0,210.0
ALA - Álcool anidro,MAR3,675.0,690.0,15.0,450.0
ALA - Álcool anidro,MAI3,651.0,683.4,32.4,972.0
ALA - Álcool anidro,AGO3,585.0,596.0,11.0,330.0
BCB - C-Bond,OUT2,59.2188,60.6563,1.4375,4501.1
BCB - C-Bond,JAN3,57.4375,58.9063,1.4688,4599.1
BGI - Boi gordo,SET2,50.1,50.0,-0.1,33.0
BGI - Boi gordo,OUT2,52.65,52.76,0.11,36.3
BGI - Boi gordo,NOV2,52.7,52.92,0.22,72.6
BGI - Boi gordo,DEZ2,52.7,52.95,0.25,82.5
BGI - Boi gordo,JAN3,52.2,52.4,0.2,66.0
BGI - Boi gordo,FEV3,51.2,51.3,0.1,33.0
BGI - Boi gordo,MAR3,49.7,49.65,-0.05,16.5
BGI - Boi gordo,ABR3,49.7,49.65,-0.05,16.5
DDI - Cupom cambial,OUT2,98206.79,96481.22,-1725.57,2742.18
DDI - Cupom cambial,NOV2,95492.51,94106.28,-1386.23,2202.92
DDI - Cupom cambial,DEZ2,92955.74,91831.86,-1123.88,1786.01
DDI - Cupom cambial,JAN3,90491.67,89627.04,-864.63,1374.02
DDI - Cupom cambial,ABR3,85272.36,85004.86,-267.5,425.09
DDI - Cupom cambial,JUL3,81774.76,81740.71,-34.05,54.11
DDI - Cupom cambial,OUT3,78349.02,78558.14,209.12,332.32
DDI - Cupom cambial,JAN4,75283.79,75475.5,191.71,304.65
DDI - Cupom cambial,ABR4,72414.25,72231.72,-182.53,290.06
DDI - Cupom cambial,JUL4,69959.5,69785.86,-173.64,275.94
DDI - Cupom cambial,OUT4,67405.44,67157.74,-247.7,393.63
DDI - Cupom cambial,JAN5,65193.65,65085.8,-107.85,171.38
DDI - Cupom cambial,ABR5,62854.76,62797.25,-57.51,91.39
DDI - Cupom cambial,JUL5,60495.86,60104.64,-391.22,621.7
DDI - Cupom cambial,OUT5,57892.5,57901.64,9.14,14.52
DDI - Cupom cambial,JAN6,55193.53,55350.74,157.21,249.83
DDI - Cupom cambial,ABR6,52636.23,52837.55,201.32,319.92
DDI - Cupom cambial,JUL6,50405.43,50650.19,244.76,388.96
DDI - Cupom cambial,OUT6,47913.72,47877.15,-36.57,58.11
DDI - Cupom cambial,JAN7,46276.48,46710.44,433.96,689.62
DDI - Cupom cambial,ABR7,44826.0,45292.93,466.93,742.02
DDI - Cupom cambial,JUL7,43357.7,43856.38,498.68,792.47
DDI - Cupom cambial,OUT7,41893.49,42394.56,501.07,796.27
DDI - Cupom cambial,JAN8,40478.53,40846.31,367.78,584.45
DI1 - DI de 1 dia,OUT2,98952.48,98954.71,2.23,2.23
DI1 - DI de 1 dia,NOV2,97356.95,97387.84,30.89,30.89
DI1 - DI de 1 dia,DEZ2,95823.87,95929.94,106.07,106.07
DI1 - DI de 1 dia,JAN3,94153.33,94320.33,167.0,167.0
DI1 - DI de 1 dia,ABR3,89149.81,89635.0,485.19,485.19
DI1 - DI de 1 dia,JUL3,84254.23,85014.57,760.34,760.34
DI1 - DI de 1 dia,OUT3,79106.1,80239.21,1133.11,1133.11
DI1 - DI de 1 dia,JAN4,74288.03,75700.9,1412.87,1412.87
DI1 - DI de 1 dia,ABR4,69896.68,71558.97,1662.29,1662.29
DI1 - DI de 1 dia,JUL4,65650.45,67402.71,1752.26,1752.26
